"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016323","basolateral plasma membrane","5/19","273/19979",0.0183150183150183,19.2587237324079,9.37184372558107,4.56489967298e-06,0.00397624247295461,0.00397624247295461,"ATP7B/ABCC3/ATP7A/CDH2/SLC19A1",5
"GO:0009925","basal plasma membrane","5/19","305/19979",0.0163934426229508,17.2381363244176,8.81682672260029,7.82752400950086e-06,0.00397624247295461,0.00397624247295461,"ATP7B/ABCC3/ATP7A/CDH2/SLC19A1",5
"GO:0045178","basal part of cell","5/19","324/19979",0.0154320987654321,16.2272579597141,8.52570344937626,1.04914049418327e-05,0.00397624247295461,0.00397624247295461,"ATP7B/ABCC3/ATP7A/CDH2/SLC19A1",5
