"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","7/19","30/9382",0.233333333333333,115.217543859649,28.2250715733005,7.89212394234127e-14,1.85322517624833e-11,1.85322517624833e-11,"1244/4524/1719/4548/8714/7298/6573",7
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","7/19","31/9382",0.225806451612903,111.500848896435,27.759477639775,1.01825559134524e-13,1.85322517624833e-11,1.85322517624833e-11,"1244/4524/1719/4548/8714/7298/6573",7
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","4/19","39/9382",0.102564102564103,50.6450742240216,13.9945568337577,9.44839365655795e-07,0.00011464050969957,0.00011464050969957,"4524/1719/4548/7298",4
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","4/19","59/9382",0.0677966101694915,33.4772524531668,11.2725274533548,5.09576784513785e-06,0.000463714873907545,0.000463714873907545,"7298/7083/7372/6241",4
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","4/19","75/9382",0.0533333333333333,26.3354385964912,9.92311577805611,1.33320998406655e-05,0.000970576868400448,0.000970576868400448,"1244/540/538/2067",4
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","4/19","82/9382",0.0487804878048781,24.0872913992298,9.45871833660915,1.90135700190022e-05,0.00115348991448613,0.00115348991448613,"7083/8824/7372/6241",4
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","2/19","18/9382",0.111111111111111,54.8654970760234,10.3041003299492,0.000583145155601913,0.028495305741385,0.028495305741385,"4548/4552",2
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","3/19","85/9382",0.0352941176470588,17.4278637770898,6.85350915249127,0.000626270455854615,0.028495305741385,0.028495305741385,"7298/7083/6241",3
