"gene_symbol","RankMetric_GSE104645","RankMetric_GSE28702","RankMetric_GSE39582","RankMetric_GSE69657","RankMetric_GSE72970","N_datasets","MetaRankMetric"
"APOOL",-0.139906007815247,2.27903757193457,1.04862675517371,1.48126272761702,1.48384510368469,5,1.23057323011895
"VPS26A",0.0363216775154329,0.97843674031057,2.86612980008676,0.736496600960663,1.52629874818132,5,1.22873671341095
"INTS2",0.26819020671446,3.31142916998886,0.499601640343851,0.683725698351806,1.37937477894607,5,1.22846429886901
"GP5",0.570048539963759,-0.40863533521474,3.85166264154858,-0.701502699780411,2.82609910322505,5,1.22753444994845
"PCNXL2",NA,2.71802018910345,2.41646141075643,0.927143199581614,-1.16061016828247,4,1.22525365778976
"IPO7",0.481325706749987,2.0642095729145,1.58324201129731,1.81517461711858,0.155082504702392,5,1.21980688255655
"DDX3X",0.149382521191546,1.67816068417862,1.97195072062949,0.815159820662931,1.48235256789959,5,1.21940126291243
"ATG2B",-0.459611479914004,0.763905292573189,2.98432675810538,0.399965210250098,2.4021281699174,5,1.21814279018641
"SREK1",-0.136585186839388,2.28906399276289,1.40875672881496,1.45885551550336,1.04672058500727,5,1.21336232704982
"RPL5 /// SNORD21",NA,1.53418294429248,2.44794528968253,0.154440651044789,0.715013268204305,4,1.21289553830603
"BPTF",-0.372275654142033,3.24170977036456,1.27314822313896,0.752251987352435,1.16496329628104,5,1.21195952459899
"ZCCHC11",-0.0427251554192042,2.96187057977341,0.579013153190734,1.37932649079093,1.15899487746652,5,1.20729598916048
"LLPH",-0.242834501871505,4.16361927189417,-0.531591477495532,0.344578809302034,2.29094499001645,5,1.20494341836912
"BOD1L1",-1.35280362530604,3.56431079772613,1.84386736733584,0.339136725219159,1.61589694899786,5,1.20208164279459
"FAM161A",1.26017338559619,2.00850582219206,1.1306495512484,0.734291619435403,0.872582507793761,5,1.20124057725316
"RP5-935K16.1",NA,1.66353538695507,0.462703827399248,0.494543461046877,2.17486781275692,4,1.19891262203953
"AK055910 /// ZBTB1",NA,1.44994942172547,2.04211159027802,0.170573633434702,1.13128492726796,4,1.19847989317654
"RP11-53O19.3",NA,3.49388559564331,1.15223591188849,0.128820851575639,0.0155237552731387,4,1.19761652859515
"RP5-1074L1.4",NA,2.18322987674341,0.691343073049485,0.0249349278334482,1.88074185829103,4,1.19506243397934
"ZGRF1",0.949699461239233,1.35883531470314,0.555725352797527,0.946248623830841,2.14741214320875,5,1.1915841791559
"RSF1",-0.152764091489599,2.26884134281554,1.70409396629777,0.526479879420695,1.60013590524254,5,1.18935740045739
"CEP95",-0.718647765853689,3.12358913512526,1.13809863370076,0.89083837024269,1.51274737040355,5,1.18932514872372
"DCDC2",0.308021033097222,2.14837493422876,0.640968013245924,2.2083888125368,0.63729142239606,5,1.18860884310095
"ATP7A",-0.0912457971907396,0.775019063994019,3.35823328227921,0.872399451487477,1.02692946636746,5,1.18826709338749
"LOC101928747 /// RBMX /// SNORD61",NA,1.6350121167935,2.89069857099994,1.01796034928008,-0.812121731502476,4,1.18288732639276
"MOSPD2",0.00295387054670714,0.913438558330499,2.45435810883588,1.5936556014312,0.944440973527269,5,1.18176942253431
"GALK2",0.751608887321112,0.701267878092989,1.72975742818135,1.47586028666124,1.24552257972859,5,1.18080341199706
"FEM1B",-0.0716508715424746,2.06872708945918,2.84287253670372,0.20515974053771,0.829686536566615,5,1.17495900634495
"MORF4L2",0.149868138983859,1.99814821453363,1.31958215090223,0.977901537869716,1.42469264453207,5,1.1740385373643
"PCSK6",4.42716419040908,0.864229257453941,1.36293049124179,-0.299325600655864,-0.500334671545348,5,1.17093273338072
"PCNX",NA,2.08534891153675,1.98225077954781,-1.45453269905852,2.06299912313982,4,1.16901652879147
"PDS5A",-0.727115809371198,2.68173203045782,1.23540139009852,1.5285533030126,1.12284352409874,5,1.16828288765929
"TSPYL1",0.186838878197458,0.709030667249139,1.39623501986763,1.46892315762367,2.07938848093419,5,1.16808324077442
"C17orf85",NA,1.68497138569843,2.18338924059317,-0.318597462825661,1.11268176340086,4,1.1656112317167
"EIF2S1",0.416567596073703,1.07849765000898,1.05001066617087,0.694982824867962,2.58336912513768,5,1.16468557245184
"EIF4B",0.336003483507732,1.61554830185934,1.84815610966204,1.16903855919266,0.854167455513669,5,1.16458278194709
"PLEKHA1",0.371890725997774,0.656434903250459,2.23290925809261,1.64656717509491,0.908651334235461,5,1.16329067933424
"KIAA1430",NA,0.731690927374144,1.42431588947273,1.81471138941531,0.67967571449765,4,1.16259848018996
"KLK6",1.66111143411484,0.133278463713702,3.10365750945604,0.334762692192842,0.568924431479486,5,1.16034690619138
"PWP1",0.209888742619763,3.25122552905349,0.686356334449076,1.22196782382609,0.427057130539008,5,1.15929911209748
"ARID2",0.379644539585488,1.51969540695346,2.52182072643886,0.362112957791535,0.984529912094928,5,1.15356070857285
"ENPP5",0.57420896926853,2.73658559190163,0.732907243320997,1.3310225364207,0.391134886618819,5,1.15317184550614
"KIF21A",0.391327716623486,1.921542747492,0.537860193349829,1.13538180548282,1.77369773921249,5,1.15196204043212
"CCNT1",0.0896733494282156,2.75988237996502,1.18068723074234,0.656611906184484,1.06154448708503,5,1.14967987068102
"CATSPER2 /// CATSPER2P1 /// LOC101930343",NA,2.05531909615016,0.7790168844376,0.592112026578845,1.15856074018065,4,1.14625218683681
"SCARNA13 /// SNHG10",NA,1.86164098308694,-1.39371535816466,2.20955895807659,1.89501754160754,4,1.1431255311516
"LINC00657",NA,1.37737590969986,1.53012270057019,0.392345411705116,1.27061773065768,4,1.14261543815821
"C5orf24",0.223223852800724,0.925966148160094,2.6202134354282,0.519294896360834,1.42323965404662,5,1.14238759735929
"TTC14",0.537379995864801,2.03797566682613,1.668683229261,0.59954556029436,0.859082096607286,5,1.14053330977071
"LOC100506314",NA,0.436283392757471,0.257107596117097,0.949671106319451,2.91657299829759,4,1.1399087733729
"TRMT13",-1.428670903289,3.99769572005766,1.51276610272867,1.13118744884121,0.476041866744902,5,1.13780404701669
"SECISBP2L",0.340407811943973,1.78940719323924,2.63880703412021,0.440354793907857,0.474168346574834,5,1.13662903595722
"MED17",-0.424818368321748,2.16056256818906,1.1405302084604,0.643334570099198,2.15092233183732,5,1.13410626205284
