"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"C4023916","Aplasia/Hypoplasia of the tongue",18,0.684052642081608,2.13669208064247,0.000101367246649431,0.0144305791402783,0.013121429169716,1721,"tags=39%, list=10%, signal=35%","80184/91147/79848/5980/51057/23322/57545"
"C0026916","Mycobacterium avium-intracellulare Infection",50,-0.534276952549538,-1.93394816348352,0.000102024261422922,0.0144305791402783,0.013121429169716,2698,"tags=32%, list=15%, signal=27%","27178/3456/1234/3578/8626/2624/29108/3594/3106/4283/9235/3627/3383/2220/56963/6772"
"C0948089","Acute Coronary Syndrome",381,-0.323714252706533,-1.52614979594489,9.93793369646948e-05,0.0144305791402783,0.013121429169716,4738,"tags=34%, list=27%, signal=25%","3569/240/23659/2645/6366/1906/11173/3667/5741/7351/4879/8029/7412/834/406938/8991/23452/6648/30009/5743/153/58191/79068/596/940/4878/54535/3574/23600/1958/8398/551/1565/59352/2701/919/58484/155061/10342/4353/6833/35/3958/26998/7158/6776/6387/246778/59286/6347/5176/1071/9961/8651/25830/1535/27178/60495/2192/397/81027/6404/117196/4313/2155/115/3082/114769/5447/53342/23164/4880/317716/5786/1234/2170/2669/3487/7408/832/3578/285852/3690/1628/8858/4790/9415/9002/255738/5321/958/4035/5742/1191/4881/7052/686/151056/682/4150/7293/221458/410/7171/23274/3949/165140/5130/79813/3106/113263/4261/23038/7185/55902/6721/2740/50943/4068/85320/2934/1956/3383/4524/949/5069/27022/10498"
"C0027796","Neuralgia",653,-0.301161089437704,-1.46392928753382,0.000101246813186944,0.0144305791402783,0.013121429169716,5109,"tags=35%, list=29%, signal=26%","4843/2904/5906/3577/117195/1113/2475/5443/407975/4323/3952/5024/1392/6754/3654/6506/4218/29886/3787/55107/9370/2641/9636/3569/6011/54106/6366/5816/1906/2539/8932/26073/23636/9048/1902/960/406934/1536/11343/59341/834/406938/1440/5031/6868/266743/1312/857/5743/23621/4544/596/9127/30819/10280/9152/23175/5744/4914/409/2859/3394/5594/3596/4615/51654/59352/177/3777/467/7423/1020/4146/6833/610/1522/2/10611/2890/51573/6387/5579/7132/246778/6347/11333/9839/1394/55850/7593/6285/9242/6422/30846/54858/23210/1630/1610/6373/5045/4245/2674/680/5026/4985/3357/51083/117196/23476/284/1757/4313/1025/3082/4043/796/55065/2911/53342/6536/10911/1234/2521/5078/1520/1813/6863/2056/26155/5428/7126/22933/2596/353/4920/10148/22848/65018/7454/134/25897/1843/1050/6752/2918/164656/23336/4852/199/766/26220/4359/5770/4988/1588/6869/958/4035/6663/4780/2100/54207/4155/5734/2209/2668/8078/2736/1437/8654/151056/9294/1268/7965/5293/9423/5979/952/643/491/29108/79109/6352/2827/9641/972/10663/7060/7579/165140/4772/2912/8720/2831/1788/3106/8878/1240/3280/5595/4283/2833/3107/9469/55626/2740/3627/50943/1072/5605/104/1956/3661/3383/221955/4842/3778/6891/9402/283871/56963/51343/9021/6772/4987/923/10498"
"C0005956","Bone Marrow Diseases",75,-0.478743777484129,-1.8586135068615,0.000112305765685,0.015140221036409,0.0137666919679326,4057,"tags=39%, list=23%, signal=30%","5743/79581/26277/4681/4615/94160/11076/3456/3806/6900/2691/6863/5133/7421/7057/6869/55349/4155/1437/5293/952/3560/3107/4524/1032/3135/283871/9021/923"
"C1861866","Aplasia/Hypoplasia of the corpus callosum",101,0.38829809198777,1.82171841848773,0.000110867253087293,0.015140221036409,0.0137666919679326,2906,"tags=31%, list=16%, signal=26%","80184/317662/91147/80208/64324/79848/9702/51057/22930/9731/673/64327/3190/153241/9851/23322/51114/2218/200894/4893/57545/79600/701/29072/3981/54880/4036/55691/51259/29980/65109"
"C1306759","Eosinophilic disorder",260,-0.358043770117321,-1.62460184048089,0.000110231172036297,0.015140221036409,0.0137666919679326,4879,"tags=37%, list=28%, signal=27%","49860/7070/3562/2641/3665/1420/7490/3569/3695/27181/8288/26073/2120/7412/5729/2099/1440/10670/5743/596/50616/1233/942/4926/5594/3596/1056/920/10630/4353/3568/7158/6776/495/246778/6361/914/6778/5730/51750/27178/6356/2260/3456/10998/1493/53342/865/201163/3589/1813/6863/3340/5133/3578/7535/7421/283297/2318/10148/3492/25897/8626/2624/3371/4780/11251/6238/9466/1437/2625/7965/11332/3601/5322/6352/339345/10663/3177/165140/3280/5595/25/4629/2740/3627/50943/94103/3661/3383/4524/4842/4055/9402/83666/3965/3385"
"C0004623","Bacterial Infections",547,-0.305124450057355,-1.46585619581509,0.000122317212621231,0.0162361986230151,0.0147632418731342,4809,"tags=33%, list=27%, signal=25%","7332/55107/3665/9636/3569/240/56902/54106/1906/566/1053/26073/8993/10850/9048/406934/1536/84432/79792/834/7538/2099/1440/11274/841/5880/3718/374/30009/5743/1880/58191/596/6657/55004/3574/50616/64689/8398/7015/9341/942/3394/5594/4775/4792/5757/4615/6540/2324/1056/58484/6382/4353/9342/2688/8517/51573/1038/7132/10454/246778/3337/5272/6347/9457/81793/64091/3609/4586/6285/55647/6504/9242/54498/83706/3683/10964/11093/6373/5478/3456/10673/1025/3082/10998/1493/796/55065/5879/53342/9103/51310/1822/2056/5726/9437/22933/79654/7421/283297/353/3133/10148/727897/10288/25897/1843/124599/4790/11006/3689/1465/440915/255738/79885/5321/4988/1237/5725/9780/11009/4780/1191/60/10392/2209/91543/1437/151056/5970/7965/5293/11332/811/643/5648/637/29108/862/6352/4940/84636/6530/84148/23192/1154/54922/3106/1048/8837/3069/9023/9235/2833/6721/25/3627/4068/72/84166/51295/2934/1956/1777/10228/3661/3383/5371/4842/9402/2220/197259/6609/83666/9021/6772/2870/54472"
"C0014067","Occipital Encephalocele",29,0.581231832256399,2.08796484418319,0.000144597450527905,0.0171127994064745,0.0155603169578184,1834,"tags=38%, list=10%, signal=34%","80184/91147/29954/79848/3912/23322/2218/26005/79147/57545/79600"
"C3806218","Episodic tachypnea",29,0.58074978587695,2.08623318421948,0.000146771807612321,0.0171127994064745,0.0155603169578184,1834,"tags=34%, list=10%, signal=31%","80184/317662/91147/79848/9731/153241/9851/23322/200894/79600"
"C0280788","Anaplastic Ependymoma",24,-0.639445477649279,-1.97353472452944,0.0001439459838297,0.0171127994064745,0.0155603169578184,2384,"tags=46%, list=13%, signal=40%","5864/5154/79759/9274/3371/2668/5970/5979/7106/6598/977"
"C0238065","Secondary Biliary Cholangitis",41,-0.55077493804911,-1.9103600729151,0.000144663202069108,0.0171127994064745,0.0155603169578184,3506,"tags=41%, list=20%, signal=33%","114757/915/7132/954/7297/4790/4017/4780/6689/5970/643/9817/6352/23274/4283/3627/3385"
"C4551595","Biliary Cirrhosis, Primary, 1",41,-0.55077493804911,-1.9103600729151,0.000144663202069108,0.0171127994064745,0.0155603169578184,3506,"tags=41%, list=20%, signal=33%","114757/915/7132/954/7297/4790/4017/4780/6689/5970/643/9817/6352/23274/4283/3627/3385"
"C3267073","Autoinflammatory disease",75,-0.476425254563164,-1.84961237051353,0.00013964915652924,0.0171127994064745,0.0155603169578184,4748,"tags=49%, list=27%, signal=36%","9636/3569/51752/828/79792/834/6271/55072/5336/4615/58484/8517/7132/23645/5272/6285/26469/64135/9051/1493/1822/5618/90268/7421/4598/2737/4790/4035/60/29108/6530/5777/5696/50943/1777/5069/91039"
"C1843367","Poor school performance",196,0.31335485241774,1.6327358054794,0.000131050313496472,0.0171127994064745,0.0155603169578184,2386,"tags=27%, list=13%, signal=24%","7337/1654/2186/91147/8450/284058/7994/79738/8936/51550/6857/7552/546/51091/1968/1183/25836/49855/8573/4204/7703/60684/55869/84294/673/9126/2332/1282/57465/3190/5781/58508/25942/57511/5813/1911/23036/57492/10060/6872/2033/5728/79598/3192/11128/4810/25914/23126/10075/6513/166379/6812/51322"
"C0011603","Dermatitis",447,-0.313706677101299,-1.48963733184862,0.000132952516573921,0.0171127994064745,0.0155603169578184,5209,"tags=37%, list=29%, signal=27%","939/5126/22861/8808/10462/4843/2475/5443/407975/6775/3952/3654/619207/27040/9370/3569/240/135228/54106/1906/26073/10850/960/57506/149233/7412/834/7538/23581/406938/162514/1440/23509/7186/23765/2316/6868/841/5880/5713/6648/2353/5743/1297/10318/55072/940/930/50616/1444/64689/9341/1565/54625/5594/3109/3596/4615/2324/84959/58484/177/4296/6382/64919/155061/4353/2688/8517/610/7782/3958/6776/6387/7132/64221/246778/6347/84876/1238/6361/116535/84639/6649/6778/3002/9242/5730/27178/6356/64135/9051/6373/2034/3456/221391/4313/6737/1493/55065/53342/7297/6863/5133/3578/7421/170482/353/2737/151306/25897/1843/8626/2838/7515/7057/3689/7010/5321/8893/11009/4780/2100/3603/6367/132014/7052/1437/2625/5970/9294/682/7965/5293/811/3601/27163/7293/6352/460/972/1068/50615/79092/3949/8720/3106/8837/43/160/5595/3726/9235/2833/50943/1956/6890/3383/55697/5069/3727/9402/3965/9021/6772"
"C0007570","Celiac Disease",459,-0.311981091413832,-1.48310500567155,0.000145392382387433,0.0171127994064745,0.0155603169578184,5161,"tags=35%, list=29%, signal=26%","22861/11026/10462/4843/10058/2475/6775/966/3654/2064/677/132612/5105/80305/159296/387357/7332/2641/629/3569/54106/5090/3113/1029/5741/960/311/10133/149233/57292/7538/55764/7439/7172/2217/2907/5880/79068/596/940/9863/917/930/50616/1233/26301/117289/4295/115362/23534/916/942/2859/7253/3109/3596/4615/920/919/3483/6382/4045/3568/2688/495/57514/7132/30835/6347/5176/154215/11273/2524/6285/6778/3002/54858/4026/63925/23150/64135/6373/8764/5580/10673/3806/1493/140691/1234/51659/2669/1365/101928376/9437/3578/7421/283297/925/3767/4790/101929520/164656/2735/5321/3111/8741/51477/962/6689/132014/2775/2006/2736/7052/2625/5293/3601/952/53347/4695/8988/57178/3594/6352/3560/23274/10847/4277/79813/2806/3106/4650/4261/6899/4283/2833/3659/3107/2740/3627/50943/1956/6890/101927774/3383/5371/4524/7043/1032/4842/4684/57104/4055/3135/6891/6772/3899/9378/54472/3077/4793"
"C0677607","Hashimoto Disease",297,-0.337078209652148,-1.54856462536827,0.000157450977316821,0.0178748293722306,0.0162532151515549,5691,"tags=42%, list=32%, signal=29%","2572/29851/361/5727/3565/1277/5916/51738/8995/7040/3593/939/7083/146433/1188/2475/6775/911/9308/2064/7332/2878/3569/1906/5741/406934/1536/149233/2520/2099/406938/23765/6271/2217/841/857/30009/975/5743/596/940/9863/917/282618/930/3574/50616/5336/7015/551/942/6528/7253/3394/5594/4792/177/6833/3958/22806/81793/6285/6504/3002/5730/27178/57217/4026/3683/64135/6373/2034/10673/1493/796/2691/1234/124454/1520/1822/2669/5726/5428/7421/6559/1045/3492/4790/3689/3111/1588/958/54549/2100/11251/55349/2625/5293/5979/952/716/201633/6352/5581/9260/50615/326/5130/3106/6899/4283/3107/3627/50943/4068/85320/182/5914/3383/4684/949/3135/5698/6772/27022"
"C3714514","Infection",458,-0.311982437346665,-1.48370346131495,0.000156277273440982,0.0178748293722306,0.0162532151515549,5410,"tags=39%, list=31%, signal=28%","6363/51738/820/945/3824/7040/6364/3593/24/939/3441/4843/5443/3952/966/9308/5621/4440/4218/9370/2512/3665/3587/11186/3569/240/2525/54106/6366/2539/23636/1029/960/57506/7412/834/2520/2099/1440/2316/3265/841/5627/857/6648/2353/30009/975/5743/596/7433/598/8729/282618/1236/2022/3574/50616/6261/7015/3620/942/131578/5744/4914/1565/5594/4775/4792/3596/4615/920/10747/775/84557/4353/3958/3001/8943/6387/7132/1869/3337/30835/6347/139716/3434/6688/2524/6733/3609/22809/3433/6285/6504/914/6778/3002/10018/64135/8764/5478/3456/3315/4313/10673/1493/6753/796/200316/5894/1234/60489/5133/6614/3578/7421/3133/3492/4790/3689/10859/84168/5725/958/80380/5742/4599/3603/10392/8870/5970/27036/952/643/5322/7293/3594/6352/5581/9641/3802/7161/3949/4277/5696/3106/4137/6598/4261/150372/5595/4283/2833/3659/3107/25/3627/50943/4068/63970/1785/1956/3661/6890/5817/3383/5371/4524/949/3135/6891/3431/9021/6772/3077/2323"
"C3714636","Pneumonitis",624,-0.295298295731466,-1.43255686094398,0.000160702828940831,0.0180070650402791,0.0163734543280385,4739,"tags=32%, list=27%, signal=24%","5476/3569/240/27181/54106/6366/1906/26073/8560/623/1544/1029/960/6425/6354/1536/7412/59341/834/7538/2099/1440/5031/710/9536/6271/6868/857/6290/6648/2353/30009/5743/6362/79581/596/940/2658/1236/3574/50616/1958/1233/8398/7015/4046/23035/3620/5744/5121/5594/4775/3596/4615/1056/58484/177/4689/6382/467/286/4353/3568/4791/2224/8517/3958/6387/7132/246778/7071/6347/8651/6361/4586/6285/914/59307/3002/9242/5730/6876/6546/27178/6356/64135/5580/3456/3315/23476/284/84941/4313/6737/10998/1493/201292/55065/5879/53342/80122/3589/1520/6863/2056/5133/3578/7421/283297/353/6490/3133/25897/358/4790/208/7515/11006/7057/58506/3689/10379/55876/313/5321/2294/3111/1237/958/4780/5742/2100/51477/10533/11251/4881/2357/3603/5734/2209/6367/132014/54361/2006/6238/9466/7064/1437/8654/2625/9294/7965/5293/8639/811/5322/27163/8988/4638/6352/4940/410/3560/972/10663/29775/1048/1240/5595/3726/4283/2833/3107/25/3627/5997/50943/6992/5914/1956/11060/5141/3383/4524/3691/3727/9402/3903/197259/6609/83666/3965/9021/6772/26524/2323/27190"
"C0271441","Chronic otitis media",136,-0.404946623411887,-1.72222506799015,0.000178793412959951,0.0197773021412623,0.0179830945585765,4654,"tags=43%, list=26%, signal=32%","10309/246176/3543/3113/860/834/26999/1312/975/4585/930/115399/2314/55036/4791/6347/3664/121214/7461/51364/242/973/5580/1493/7050/974/7456/4920/727897/7454/358/8626/6892/26608/4790/2624/10522/421/221421/3507/2969/10743/2006/59344/348938/29108/10847/359/2263/3984/6899/6239/29123/6890/123872/56171/6891/6929"
"C0856975","Autistic behavior",248,0.284325442195626,1.51990640027325,0.000181650353474986,0.019838977845344,0.0180391750093147,2550,"tags=26%, list=14%, signal=23%","9969/80184/1654/2186/79868/57187/11043/7592/10735/7552/57532/84679/9439/65117/1183/79882/7466/8573/4204/79718/7703/57231/1106/57520/58499/2332/55870/55636/80155/57465/1756/6095/8493/58508/284098/8924/25942/23435/3736/55784/6651/57492/8239/57545/6872/5728/23394/6249/7430/22954/116442/23126/6529/10075/2182/23043/29072/57526/11011/6812/57502/1741/9255/22866/6532"
"C0398791","Nijmegen Breakage Syndrome",86,0.397669022271588,1.79843428405831,0.000193475444607525,0.0208663267009216,0.018973322219209,2715,"tags=34%, list=15%, signal=29%","57534/83990/79738/123016/4193/2187/84100/23468/23411/55212/7422/585/23423/545/5728/4982/79648/3838/5291/55655/26227/10111/166379/79923/3981/3480/4297/3606/931"
"C0221357","Brachydactyly",302,0.27394743314053,1.50223610447223,0.000202903463354513,0.0216129763187992,0.0196522353785729,2199,"tags=22%, list=12%, signal=19%","9321/28981/538/196528/5144/317662/91147/5573/3516/7994/79848/4750/5980/51626/219899/51132/84100/10940/6655/546/57728/6885/25836/6938/49855/79718/55869/57231/673/9126/585/55636/57465/2261/27125/153241/652/5781/9851/6497/8493/51114/80144/3643/2254/25942/5116/23556/2531/55278/4893/10617/6391/5728/23394/55699/25914/23126/79659/2239/10075/2245/6513/57560/6654"
"C0085129","Bronchial Hyperreactivity",99,-0.432843920581547,-1.75141708256054,0.000214439063950589,0.0225631737044596,0.0205162303417682,4352,"tags=39%, list=25%, signal=30%","5729/2099/406938/841/857/6648/374/30009/3596/2208/6347/6649/1136/1493/796/55065/6863/3578/7421/80332/3690/5624/55876/5321/3111/6869/5742/11251/5734/2625/4695/6352/3659/94103/3581/5141/3383/3135/6609"
"C0014060","Encephalitis, St. Louis",240,-0.349847908059967,-1.57498528131377,0.00022152411065926,0.0227536907948583,0.0206894636183391,2809,"tags=26%, list=16%, signal=22%","6285/59307/3002/27178/64135/397/3456/3315/23415/51083/10673/6737/1493/9103/1234/1822/7297/9437/5133/6614/7535/7421/814/10379/558/27352/958/8741/354/2357/962/2209/115584/10882/1437/2625/5970/5293/8639/811/643/6709/8988/7293/6352/9436/9641/3949/1788/3106/2002/2833/3627/50943/2934/5989/3135/6891/4209/2220/3903/6772"
"C0024143","Lupus Nephritis",427,-0.314315910987939,-1.48928660683352,0.000220300244635333,0.0227536907948583,0.0206894636183391,5063,"tags=34%, list=29%, signal=25%","9361/2475/1776/6775/3952/3654/2064/49/9370/629/4496/3587/3569/4854/54106/1906/8932/26073/960/7412/2099/406938/4493/4501/7186/710/6271/6868/2217/7345/56052/5743/58191/10318/596/940/930/3574/50616/23523/942/2314/5594/3596/3451/177/4353/7805/6833/3958/6387/215/5579/7132/6347/8897/8651/6361/6285/5730/6546/27178/2313/6356/11093/64135/1870/4313/10673/3082/6737/1493/10320/5879/23164/1234/1520/1822/2056/4499/5133/7421/814/25897/1843/4790/3689/3430/255738/558/57118/4494/958/8741/354/571/4780/5742/1191/3172/2969/4599/60/115584/2625/7965/5293/811/952/643/7293/716/6352/972/9622/326/4772/5696/81631/1240/3280/7185/4283/9235/2833/3107/3627/50943/9099/4495/85320/3661/3383/4842/949/3135/2355/9402/5698/80790/51704/2220/3965/6772/10068/2323/27190"
"C0006267","Bronchiectasis",163,-0.383522645305944,-1.66837689797826,0.000227878330426225,0.023130990999029,0.0210325349432403,3803,"tags=33%, list=21%, signal=26%","2022/930/7015/551/115399/3933/3394/3596/55036/1056/4353/4791/6387/6442/92579/6361/4586/51364/51750/23210/973/5580/6737/10998/974/5133/727897/6337/6892/925/4790/221421/3507/51477/9628/2006/5293/811/50615/3106/3107/50943/6890/3383/123872/56171/6891/2220/56963/83666/3965/6772/6929/91039"
"C1847879","X-linked dominant inheritance",62,0.447551625866213,1.91656591767471,0.000233804397068794,0.0234565620687157,0.0213285700288093,2514,"tags=35%, list=14%, signal=31%","1654/29978/79868/546/1121/5165/5160/3920/1183/8573/4204/55869/2332/1349/2705/7403/8239/4810/2182/5358/54880/81887"
"C0576226","Short foot",103,0.382245556165772,1.80384835463018,0.000244766247572161,0.0242740595868115,0.022071903728437,4236,"tags=47%, list=24%, signal=36%","9321/8450/51626/57728/6885/25836/4204/79718/57003/55869/64327/9126/2332/2261/153241/6497/8493/8924/6651/23556/8239/79659/2239/10075/2245/57560/3981/3480/81887/126792/4297/7319/1062/2697/9568/22856/650/9719/6905/57477/55777/5885/6492/6638/57539/3064/9487/2719"
"C0026266","Mitral Valve Insufficiency",91,-0.446660118236144,-1.79963600049812,0.000251863192746004,0.0244165800787924,0.0222014946840446,5025,"tags=46%, list=28%, signal=33%","6775/894/9049/51752/9997/4879/149233/337867/8642/2316/10516/4878/83550/26119/92579/7461/1410/54820/5894/5428/101928376/867/5296/26608/255738/2969/2006/2273/3425/2626/4000/25915/29940/3949/3030/1788/3106/3984/9469/4629/29123/7043"
"C0003119","Anophthalmos",81,0.397076180880188,1.78322107198003,0.000249922831893161,0.0244165800787924,0.0222014946840446,2066,"tags=30%, list=12%, signal=26%","80184/341640/91147/29954/79848/2187/23347/3320/51057/23426/55636/1349/1282/652/6497/23322/80144/10413/2218/79147/57545/54495/347689/64220"
"C4551631","Cystic liver disease",19,0.6547827977167,2.09985195407901,0.000262102443949379,0.0251268876266138,0.0228473627456693,1786,"tags=37%, list=10%, signal=33%","80184/91147/79848/51057/23322/57545/79796"
"C0002453","Amenorrhea",34,-0.583145663172427,-1.94173177917856,0.000273785277701942,0.0259584546814545,0.0236034895860333,2325,"tags=44%, list=13%, signal=38%","2488/5447/5618/5626/89884/51684/5697/84168/1588/54361/2736/6658/6598/668/3077"
"C1610065","Urethral atresia",22,0.632020675829049,2.11585458167731,0.000282861009632334,0.0264282270139665,0.0240306439176112,1721,"tags=45%, list=10%, signal=41%","80184/341640/91147/79848/2187/51057/23426/23322/80144/57545"
"C4021744","Abnormality of the wrist",10,0.801831590607771,2.10847716801006,0.000287929223378865,0.0264282270139665,0.0240306439176112,1779,"tags=50%, list=10%, signal=45%","2186/538/5718/64327/5728"
"C0010417","Cryptorchidism",655,0.227229503707789,1.34230184766572,0.000285497001608953,0.0264282270139665,0.0240306439176112,2772,"tags=24%, list=16%, signal=21%","80184/23512/7259/196528/254065/5144/341640/197131/91147/5573/8450/284058/83990/7994/79738/64324/490/29954/79848/55342/123016/5193/51626/51132/2187/84100/6655/57697/10274/546/23347/1968/51360/1183/55703/51057/22930/6767/5286/25836/1909/4204/79718/55212/23545/55869/58155/673/23767/64327/9126/585/2332/23426/55717/55870/55636/2074/6611/23141/1282/2261/27125/8504/80311/3190/153241/652/5781/4214/5194/6497/5828/50511/55023/6601/545/23322/80144/8726/1848/23530/3643/23327/7403/8924/25942/2218/84295/8091/55784/6845/55010/7049/6662/26005/23556/9860/57492/79147/4893/57545/404672/2033/23394/9698/8473/6605/22954/11128/25914/1028/10484/4952/79659/2239/64220/10075/2245/1108/81848/26227/701/57560/6654/29072/166379/746/8287/81839/4281/4625/201595/4927/3981/3480/7761/10733/54880/5190/81887/5000/6159/4297/8879/6595/8036/64093/9325/55120/51259/50507/9915/50506/2132"
"C0149678","Epstein-Barr Virus Infections",337,-0.320822220485205,-1.48928252561826,0.000298991370928169,0.0268718494621692,0.0244340206965751,4855,"tags=36%, list=27%, signal=26%","84433/7070/256646/3665/1030/3569/83888/3695/54106/26073/56955/2633/1029/960/7412/2543/51586/406938/7405/7345/23568/975/5743/1880/596/5918/6789/10919/930/1958/1233/64689/115362/10683/3620/5594/3596/1634/6382/2688/2208/6387/64221/1869/6347/23205/9961/3122/22809/6361/3702/6504/3002/51750/7809/54858/200942/148641/3683/5580/3456/3315/1493/83596/23164/1234/1822/2669/2056/5133/11047/7535/170482/3133/6559/10148/3492/1796/25897/8626/4790/3689/643236/91851/958/4780/60/4155/962/6367/2668/8289/5970/826/7965/5293/952/8988/6352/972/9260/7161/5777/3106/27123/4283/3107/3627/50943/4068/182/5452/6813/1956/6890/3383/4684/9261/9402/5698"
"C0037284","Skin lesion",499,-0.300806074078466,-1.43678034729214,0.000297535099815097,0.0268718494621692,0.0244340206965751,4986,"tags=32%, list=28%, signal=24%","1392/3654/2064/285381/49860/7070/2641/7490/3569/240/54106/1906/1645/3667/10850/1029/1382/149233/7412/834/406938/162514/2316/6868/7390/1043/1513/5743/6362/2068/596/940/10578/1236/2952/11005/3574/50616/1958/1233/4239/9172/7253/5594/3596/4615/2324/84959/1634/177/2810/3141/6382/3159/4353/147138/8517/3958/6776/7132/246778/6347/1394/3664/8651/6361/11240/84639/6778/3002/6542/27178/6356/3087/10682/3456/6404/10673/6737/53342/201163/5894/1234/3589/2067/57381/6863/5428/90268/5133/170482/6559/6541/3492/1843/11322/7515/7057/5624/10085/51684/7010/3363/199/2624/3371/6869/958/8741/11009/4780/1191/7001/4599/6722/3603/6367/2006/2736/7052/1437/151056/2625/682/5293/51548/3594/6352/56996/9446/3560/972/1068/9260/50615/79092/3949/79813/5777/3106/2517/5595/6736/2833/3107/2740/3627/50943/4068/5609/1956/23166/6890/3383/4524/1032/4684/6891/283871/6772/3077/27190"
"C0431565","Hamartoma of tongue",17,0.677860462513727,2.09647525015508,0.000313408356975941,0.0278771887009115,0.0253481550140172,1766,"tags=47%, list=10%, signal=42%","317662/4750/2773/51057/27152/9851/26005/5332"
"C0002884","Hypochromic anemia",14,0.725117192584322,2.09151157909498,0.000325418923064769,0.0286501476347227,0.0260509906938961,2186,"tags=50%, list=12%, signal=44%","3658/546/4891/7707/50650/23451/54790"
"C1840379","Cerebellar vermis hypoplasia",93,0.38741620131312,1.79708775473496,0.000330216789671277,0.028778893548321,0.0261680567083469,2343,"tags=29%, list=13%, signal=25%","80184/1654/317662/91147/29954/79848/93627/22930/7466/9731/7703/153241/9851/55217/545/23322/57724/200894/57492/79147/57545/6872/79600/2239/79023/29072/6812"
"C0152423","Congenital small ears",122,0.345545261085256,1.66998346562542,0.000340795451283908,0.0294038315367756,0.0267362999833576,1789,"tags=26%, list=10%, signal=24%","2186/341640/29954/2773/10735/5718/546/89970/27152/1909/7703/55869/23426/55636/55788/2261/3190/9343/6497/545/80144/8575/23592/776/7403/2218/2248/5116/23556/79147/5332/23394"
"C0018939","Hematological Disease",231,-0.347856054348169,-1.56261161930267,0.000348831291930665,0.0297991721463146,0.0270957750782621,4825,"tags=37%, list=27%, signal=27%","49/3562/7332/1030/7490/3569/54106/2539/8932/2120/10850/10456/1536/1440/7172/3265/6868/5880/3718/10318/596/9610/2952/1958/4792/10273/919/64919/4353/130617/6387/10661/9839/22809/846/3239/219285/51750/27295/2260/8909/11093/6737/1493/10320/114769/865/6863/2056/267/3578/7535/3133/10148/2672/7010/2624/8328/4035/10212/10533/2209/2175/1437/2625/5293/4904/407/811/952/5313/9970/1788/3659/25/3563/50943/8717/1956/3383/274/4524/118460/7014/3077/923"
"C0037274","Dermatologic disorders",550,-0.297108650610109,-1.4295459155939,0.000366379657571228,0.0309914086816133,0.0281798512680946,4655,"tags=33%, list=26%, signal=25%","1906/10178/26073/55503/10850/1029/960/1382/90226/7412/59341/2099/406938/162514/7405/1440/23509/23765/7172/841/6822/3718/857/6648/374/2353/5743/6362/2068/10318/596/940/3898/3904/644/54535/11005/3574/55379/50616/64689/84659/51371/2532/942/7253/54625/5594/4792/283149/3596/4615/1634/59352/6524/4176/177/4353/998/2688/8517/3958/6387/7132/6347/7275/5176/9961/84876/8651/6361/57019/3702/6649/6778/3002/5394/2313/6356/2271/242/64135/6373/2034/8764/10682/26952/6404/117196/10673/84525/6737/28639/55065/5879/5786/9103/2669/6863/1365/5133/867/7535/7421/4598/5333/814/321/25897/8626/4616/94/80760/3689/2735/3371/5321/4988/8893/6869/958/4035/6663/11009/80380/571/4780/2100/6498/29785/6722/60/6367/2006/7052/8870/2625/5970/79650/7965/5293/9423/4000/51548/6352/9446/1068/79092/165140/9034/3398/8720/5777/3106/2263/3984/257000/3726/4283/9235/2833/3107/10999/3627/79713/50943/5609/1956/5141/4524/3691/3135/3727/6794/9402/3903/6609/27190/91039"
"C1844813","Widely spaced teeth",63,0.438018808043965,1.87843112585449,0.000374593212544227,0.0313785459983649,0.028531867277385,2623,"tags=37%, list=15%, signal=31%","7337/3423/284058/546/1968/25836/79718/7703/57003/55869/9126/4841/57465/8726/7403/5277/25942/2248/57492/51109/80232/4297/6595"
"C1839739","Thick lower lip vermilion",139,0.340032923345882,1.67654691778168,0.000383557189777532,0.0315174422228623,0.028658162761022,2916,"tags=34%, list=16%, signal=28%","2186/196528/79868/3423/8450/11043/7592/6655/7552/546/84679/6235/1183/4204/673/57520/6611/2799/57465/5781/1756/6601/3643/25942/6229/6155/57492/6232/8239/92335/4893/10060/23394/6605/116442/2182/26227/6654/6218/1741/22866/55691/6595/8036/6223/65109/6016"
"C1868571","Highly arched eyebrow",130,0.340037382513833,1.65287959248454,0.000381019372697627,0.0315174422228623,0.028658162761022,1834,"tags=25%, list=10%, signal=22%","80184/1654/317662/91147/64324/79848/10735/93627/9731/25836/55869/84294/10128/9126/55780/55636/3190/153241/84188/5781/9851/55023/23322/7403/284098/25942/55012/200894/57545/10060/2033/79600"
"C0398650","Immune thrombocytopenic purpura",281,-0.335564281984366,-1.53390369708336,0.000391519319114361,0.0318681951445161,0.0289770951872823,4078,"tags=33%, list=23%, signal=26%","30009/975/5743/6362/58191/596/940/4135/930/6007/50616/3620/942/5594/10573/4791/8517/5993/6387/246778/54/6347/23205/105375355/3804/3239/3002/9242/51750/27178/60495/6356/11093/5994/5580/3456/10673/3806/6737/1493/10320/8625/53342/9103/1234/3589/2669/10066/5133/3578/7535/7421/3690/3492/4790/9002/2624/8328/6478/3111/958/8741/5742/10533/3603/2209/1437/2625/952/643/2626/7293/637/29108/3560/10663/3808/1788/3106/4261/3280/2833/3627/50943/3810/182/4684/2220/6609/3965/6772/10068"
