"variable","max_abs_dfbeta","n_influential","pct_influential"
"HALLMARK_TGF_BETA_SIGNALING",1.9881283217794,157,69.1629955947137
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",1.96230296557946,75,33.0396475770925
"KEGG_ECM_RECEPTOR_INTERACTION",0.834191568931003,75,33.0396475770925
"KEGG_TGF_BETA_SIGNALING_PATHWAY",2.31830026784316,157,69.1629955947137
"KEGG_PATHWAYS_IN_CANCER",4.5115171052605,182,80.1762114537445
"HALLMARK_MYC_TARGETS_V2",0.996439401299071,76,33.4801762114537
"KEGG_COLORECTAL_CANCER",2.41827087206445,163,71.8061674008811
"location_distal",0.0749413404509958,0,0
