"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe","Direction"
0.841553341465739,10.6948401483741,4.49420948742106,7.64580018340915e-05,0.373804379915508,0.801516993548847,"212543_at","up"
-1.603444017853,8.25293582011997,-4.46636101105331,8.29910496158895e-05,0.373804379915508,0.743619663415071,"208131_s_at","down"
-0.979847870992755,8.24240010623287,-4.35801108176234,0.000114070215442419,0.373804379915508,0.518569282309775,"206932_at","down"
1.60120071357378,9.11367705426199,4.16129979121983,0.000202363957056199,0.373804379915508,0.111333092425523,"228653_at","up"
-1.17962343916055,9.1583252618529,-3.95619146164109,0.000365373275784936,0.373804379915508,-0.310342838059299,"209621_s_at","down"
-0.982505413943257,8.78532788769419,-3.94630774576271,0.000375850343402365,0.373804379915508,-0.330562574409452,"212915_at","down"
-1.25928065111691,7.02691666164033,-3.91778697416132,0.000407753071872856,0.373804379915508,-0.388850182651597,"204042_at","down"
1.05169229445522,8.7766627608169,3.89171666167523,0.00043921388278173,0.373804379915508,-0.442050305241943,"219976_at","up"
1.44276934424911,7.3001940849531,3.89096178484867,0.000440159205125067,0.373804379915508,-0.443589572786977,"229667_s_at","up"
-1.02143266017004,7.43249779459814,-3.85430831150475,0.000488522333077411,0.373804379915508,-0.518248157679039,"204797_s_at","down"
-0.916026407368669,7.39747206780505,-3.84186547712423,0.000506087244691288,0.373804379915508,-0.543555480113209,"227705_at","down"
-0.785666784039301,9.3882960123621,-3.82468337654353,0.000531355653561978,0.373804379915508,-0.578469931999034,"228949_at","down"
-1.14962143180707,7.97811980202853,-3.81229063051253,0.000550337985850575,0.373804379915508,-0.603628786490199,"204359_at","down"
-1.18757483511436,8.07570456329411,-3.77003059945118,0.000620154852889183,0.373804379915508,-0.689268813719038,"204069_at","down"
-1.29220586843675,8.4259764088118,-3.76189005076958,0.000634558404386772,0.373804379915508,-0.705737638611424,"219064_at","down"
-1.62427962840519,8.69758362388359,-3.75704304826694,0.000643288190572238,0.373804379915508,-0.715539014006782,"221584_s_at","down"
-1.08282328637979,8.36565827127572,-3.75193483694871,0.000652614576171374,0.373804379915508,-0.725865005945408,"209708_at","down"
-1.93940340044163,8.11228425847918,-3.74191266341761,0.000671295480973043,0.373804379915508,-0.746113533513729,"209763_at","down"
-1.417110287952,7.82062419693697,-3.74150325971357,0.000672069519990023,0.373804379915508,-0.746940375652498,"210299_s_at","down"
-0.830626665595826,9.24739756879799,-3.72952607713724,0.000695101294897667,0.373804379915508,-0.771119064540867,"202048_s_at","down"
-0.677718847271572,10.1035816999507,-3.71050854190974,0.000733252401460514,0.373804379915508,-0.809467091166284,"204135_at","down"
-0.691112402293834,8.78821266282545,-3.70418936661433,0.000746372887530816,0.373804379915508,-0.822197501405434,"1554966_a_at","down"
-0.791326394496581,7.41789998709184,-3.68623352605241,0.000784908417617995,0.373804379915508,-0.858337693702844,"235518_at","down"
-0.766850000480917,8.3426597885512,-3.66633057039525,0.000829875092716615,0.373804379915508,-0.898338661111552,"223378_at","down"
