"gene_symbol","logfc_GSE104645","pval_GSE104645","dir_GSE104645","logfc_GSE28702","pval_GSE28702","dir_GSE28702","logfc_GSE72970","pval_GSE72970","dir_GSE72970","logfc_GSE69657","pval_GSE69657","dir_GSE69657","logfc_GSE39582","pval_GSE39582","dir_GSE39582","n_cohorts","n_up","n_down","direction_consensus","consensus_frac","stouffer_z","stouffer_p","stouffer_fdr","mean_logfc"
"SFXN1",0.162910784443442,0.433091661493,"up",0.119210724800123,0.24938574168781,"up",0.0484624305966023,0.642551280957556,"up",0.267903432293353,0.314597914266773,"up",0.137799469010052,0.0308043059739711,"up",5,5,0,"up",1,2.52119965319909,0.0116955471572644,0.341206038469072,0.147257368228714
"LOC101929087",NA,NA,NA,0.113767040304647,0.0174349987266074,"up",-0.0229435707389723,0.452892856382739,"down",0.0469405061865301,0.511142708146906,"up",0.110466672026315,0.00167699800000032,"up",4,3,1,"up",0.75,2.52029900757493,0.0117255182128261,0.341206038469072,0.06205766194463
"PRKDC",0.114299556224659,0.616155048081749,"up",0.205057902661936,0.225526455863666,"up",0.0465288418654492,0.435723089824281,"up",0.518917786249184,0.145526276495763,"up",0.223930796891485,0.0597548819613889,"up",5,5,0,"up",1,2.51994549631275,0.0117373007193879,0.341206038469072,0.221746976778543
"SHISA5",-0.089141963445281,0.615934178260438,"down",-0.22844646017475,0.00740864771956308,"down",-0.0435012831381411,0.562492378315489,"down",-0.140777664080993,0.408987664027273,"down",-0.0880457872616754,0.199493654743838,"down",5,0,5,"down",1,-2.5199373229288,0.011737573261894,0.341206038469072,-0.117982631620168
"SETD3",0.248546010548196,0.235727204478628,"up",-0.182732935156513,0.260807637065819,"down",0.144997915106328,0.0553383773469381,"up",0.0631944123245722,0.443379682691953,"up",0.113763836887904,0.0224668118832757,"up",5,4,1,"up",0.8,2.51967726785575,0.0117462477618959,0.341206038469072,0.0775538479420974
"HLA-DOB",-0.216643652178965,0.148969770050458,"down",-0.125903426712933,0.0973058665726384,"down",-0.0315679389188266,0.767170125746286,"down",-0.34760268760886,0.225695814610067,"down",-0.120523241892846,0.191282230426894,"down",5,0,5,"down",1,-2.51922346527695,0.0117613986003427,0.341206038469072,-0.168448189462486
"PMS1",0.368200510019268,0.323060824052365,"up",0.238993961294214,0.00743297939444761,"up",-0.0822219659470903,0.301407375514399,"down",-0.107544474212338,0.35425298926006,"down",0.10897478131159,0.00244937727308395,"up",5,3,2,"up",0.6,2.51886385199293,0.0117734171041022,0.341206038469072,0.105280562493129
"YPEL4",-0.239301004293479,0.184622835781529,"down",-0.3131352514448,0.0309584167070873,"down",0.00354528158101581,0.95774738087945,"up",-0.174753865405359,0.0226478728748396,"down",-0.0390529784502328,0.371548699086283,"down",5,1,4,"down",0.8,-2.5184419066732,0.0117875326714455,0.341206038469072,-0.152539563602571
"ELL",-0.038152972865719,0.832107453535645,"down",-0.248957874112012,0.00248796959819908,"down",-0.0365829060192648,0.700055478395027,"down",-0.160910215355024,0.11201326853547,"down",-0.0711074073517101,0.2645026555669,"down",5,0,5,"down",1,-2.51833327329665,0.0117911692719514,0.341206038469072,-0.111142275140746
"IDUA",-0.0914735154840135,0.553189414087349,"down",-0.137205937564838,0.208448742804811,"down",-0.0418428767802648,0.554462329538568,"down",-0.0745432803128575,0.527007520446659,"down",-0.106511270519814,0.0223195938017181,"down",5,0,5,"down",1,-2.51728002113416,0.0118264794655159,0.341800039652743,-0.0903153761323576
"ZFYVE28",0.0353823065565271,0.845255535741608,"up",-0.135160462296567,0.0960082204055496,"down",-0.0785385259875383,0.132671790852345,"down",0.0829469172231713,0.49070766874777,"up",-0.130634696070084,0.015601515678946,"down",5,2,3,"down",0.6,-2.51529808709359,0.0118931779781392,0.343298586807188,-0.0452008921148982
"LOC93444",NA,NA,NA,-0.106591120691272,0.110348075058521,"down",-0.0362558112333443,0.678858241629289,"down",-0.0922459858038989,0.185337855331592,"down",-0.132626645980988,0.0169067485546843,"down",4,0,4,"down",1,-2.51423198008797,0.0119291937263321,0.34351134173377,-0.0919298909273758
"INTS1",0.0451275312768782,0.778490064272633,"up",-0.252929469743454,0.0137312949031549,"down",-0.015783568514592,0.866798324903894,"down",-0.0410403611321462,0.550574851019017,"down",-0.164108577988516,0.0113960500590758,"down",5,1,4,"down",0.8,-2.51420037637921,0.0119302628524812,0.34351134173377,-0.085746889220366
"PRKD2",-0.0906841711957041,0.582389117195812,"down",-0.179034809143098,0.0345644321154682,"down",0.0268822545849121,0.909210390010114,"up",-0.185301671655424,0.347778037039021,"down",-0.130001223167186,0.0288643112274055,"down",5,1,4,"down",0.8,-2.51232863581005,0.011993733924746,0.343799744867142,-0.1116279241153
"C10orf12",-0.025484682836253,0.880669687392552,"down",0.103062487022821,0.300864222422571,"up",0.0856708136190596,0.135953279544857,"up",0.156169819963645,0.369537051708312,"up",0.172938266027361,0.0310834688887759,"up",5,4,1,"up",0.8,2.51232523345889,0.0119938495711534,0.343799744867142,0.0984713407593267
"SCAPER",-0.210536441551794,0.246314680060327,"down",0.310792516578177,0.00303336606017936,"up",0.171568567214739,0.0902901551048734,"up",-0.285834657006376,0.141084062564983,"down",0.245489438000222,0.0139927729026157,"up",5,3,2,"up",0.6,2.51213294601855,0.0120003870558822,0.343799744867142,0.0462958846469936
"RGS4",0.333633308809468,0.129922492472207,"up",0.352820103941022,0.422357459615291,"up",0.292345786488003,0.0801630069035394,"up",-0.21827034866037,0.0486861100317015,"down",0.35720950926677,0.0522837300367592,"up",5,4,1,"up",0.8,2.5119185934049,0.0120076784466845,0.343799744867142,0.223547671968979
"HES1",0.0850077576004547,0.668468247294685,"up",-0.517966351420762,0.00270050761351846,"down",-0.020952230691787,0.824591974006438,"down",-0.0724869330166165,0.392368053668259,"down",-0.208509147172286,0.0349452015718719,"down",5,1,4,"down",0.8,-2.51149068423776,0.0120222458959642,0.343799744867142,-0.146981380940199
"TNFRSF10C",0.111802090030276,0.567645199893514,"up",0.319125678156559,0.0853313773858071,"up",0.0912530875455875,0.375913560462406,"up",0.0880548066518683,0.517302714107842,"up",0.138801520891733,0.0892205614755053,"up",5,5,0,"up",1,2.51069630429181,0.0120493307691366,0.343799744867142,0.149807436655205
"ST18",0.335174475372572,0.075970680665825,"up",-0.0888707806440979,0.286390485966615,"down",0.0600252014616384,0.0415434403335716,"up",-0.285975261032353,0.0461728163791907,"down",0.232844991174839,0.00495372585665043,"up",5,3,2,"up",0.6,2.51026870910496,0.01206393227117,0.343799744867142,0.0506397252665197
"RANBP2",0.0268325541627127,0.936426023175504,"up",0.18871754197147,0.0292460745323296,"up",0.0494021404619003,0.437111409604913,"up",0.302697803982105,0.0946510518049039,"up",0.138069688689861,0.151063600882393,"up",5,5,0,"up",1,2.50995662845244,0.0120745990861664,0.343799744867142,0.14114394585361
"SH3GLB1",-0.0033940205671761,0.97796855178088,"down",0.29571650964586,0.00693603562632978,"up",0.12739010761833,0.0932710851463614,"up",-0.112042132882182,0.461303544675293,"down",0.132610405722359,0.161130946908692,"up",5,3,2,"up",0.6,2.50990506085456,0.012076362454406,0.343799744867142,0.0880561739074382
"SIRT3",0.161659386593163,0.448064729373772,"up",-0.102975694388002,0.18725074337042,"down",-0.0358672142113844,0.566975447851811,"down",-0.126415203131238,0.439099995212977,"down",-0.198325059373884,0.000947775250889776,"down",5,1,4,"down",0.8,-2.50953641445889,0.0120889750692871,0.343799744867142,-0.0603847569022691
"IREB2",0.302002137985305,0.166979819893373,"up",0.333790378214718,0.00243509946968928,"up",-0.171581627406864,0.190592613117152,"down",0.161612296952271,0.251258667957964,"up",0.18361241683944,0.0742761643545087,"up",5,4,1,"up",0.8,2.50862480609696,0.0121202143576929,0.344264712732453,0.161887120516974
"MFSD12",0.040021760738316,0.759323374114848,"up",-0.254322524044541,0.00542245254796885,"down",-0.0430868500318623,0.490058481796926,"down",-0.199401380720806,0.232994255019791,"down",-0.125858396178179,0.109190673587012,"down",5,1,4,"down",0.8,-2.50576653202922,0.0122186269369726,0.34587533224951,-0.116529478047414
"BTBD7",-0.099417603396518,0.49864554759309,"down",0.227317301586095,0.0579422698267878,"up",0.1068389219398,0.104754605886978,"up",-0.110974573114187,0.455368880430608,"down",0.235811197757871,0.010542723561851,"up",5,3,2,"up",0.6,2.50576629947532,0.0122186349727041,0.34587533224951,0.0719150489546122
"IL18BP",-0.0526437820502958,0.766445826848604,"down",-0.248168046989572,0.0284325140216307,"down",0.0413252974361905,0.555536602271346,"up",-0.86846751648861,0.0169473995817536,"down",-0.11112556766194,0.0339361342541615,"down",5,1,4,"down",0.8,-2.50513156893073,0.0122405850821267,0.34587533224951,-0.247815923150845
"TBCEL",0.223266445274352,0.241782061771466,"up",0.249901347723565,0.0288651788326601,"up",0.0499672580064217,0.608316231080714,"up",0.101292205837626,0.213791896462806,"up",0.107306645704952,0.35201883167244,"up",5,5,0,"up",1,2.50476096306951,0.0122534174396037,0.34587533224951,0.146346780509383
"ABCC11",0.167949034125482,0.472190676828492,"up",-0.388387139223912,0.0310457218460572,"down",-0.0438832528710671,0.452838039552112,"down",-0.0912807890889998,0.22394743937494,"down",-0.0835108320472489,0.0201343469329265,"down",5,1,4,"down",0.8,-2.50463980101094,0.0122576153027671,0.34587533224951,-0.0878225958211492
"TIMM44",-0.0141862275554157,0.932704563239799,"down",-0.0995046505377228,0.31440469997167,"down",-0.0399296714835281,0.603734541810747,"down",-0.0688096950862263,0.669337124004189,"down",-0.201196213041138,0.00258047060381387,"down",5,0,5,"down",1,-2.5043049203741,0.0122692244336047,0.34587533224951,-0.0847252915408062
"ZADH2",-0.205604924367629,0.381480995683162,"down",0.258178797973709,0.0833194397670153,"up",0.0800853543088182,0.347993383507712,"up",0.219534484386979,0.273046219807849,"up",0.270521152503622,0.0082470343437022,"up",5,4,1,"up",0.8,2.50353666084911,0.0122958940969023,0.34587533224951,0.1245429729611
"MELTF",0.226354987737959,0.259500739296589,"up",0.642269716529647,0.0341973555354221,"up",0.114199896128308,0.243864485785706,"up",-0.388736736355211,0.231731444718501,"down",0.2040421411795,0.136826642525318,"up",5,4,1,"up",0.8,2.50351655229328,0.0122965928423986,0.34587533224951,0.159626001044041
"SYNCRIP",-0.319077931458613,0.171549826842321,"down",0.216097918943697,0.0431226944044595,"up",0.250490237616582,0.0213364486558868,"up",0.360002383404731,0.0481658010286204,"up",0.123675906877555,0.202186679752129,"up",5,4,1,"up",0.8,2.50007689107336,0.0124166353709386,0.348827492602031,0.12623770307679
"ICMT",0.156589120395034,0.298270776893108,"up",0.435859607822612,0.0302184187951003,"up",0.155286593612215,0.0331698133817049,"up",-0.0497381931736402,0.587380911823926,"down",0.0253570568288219,0.689673481514003,"up",5,4,1,"up",0.8,2.49923172062108,0.0124462897944391,0.349236245554886,0.144670837097009
"RNF115",0.0539031730201468,0.786844202050823,"up",0.208137530707668,0.0641168588828315,"up",0.0652183933539615,0.337302583045107,"up",-0.206742970232262,0.0418739121049269,"down",0.210927894557386,0.00352454098188192,"up",5,4,1,"up",0.8,2.49862302885351,0.0124676857460486,0.349412560162897,0.0662888042813801
"PRR5",0.0330434713814811,0.902645843669623,"up",-0.0815939244147055,0.449077886959342,"down",-0.0778915285996734,0.415306318426641,"down",-0.176583043515237,0.320749360851702,"down",-0.233167532090114,0.00436869812633051,"down",5,1,4,"down",0.8,-2.49678609576862,0.0125324528618166,0.35045394356854,-0.10723851144765
"LINC00265",-0.21990908895027,0.176129154578188,"down",-0.336930411443029,0.130828283951921,"down",-0.0825926202317325,0.395776609776053,"down",0.592504146955421,0.0517299404784435,"up",-0.108727045831718,0.0205601379760879,"down",5,1,4,"down",0.8,-2.49670952692633,0.012535159003987,0.35045394356854,-0.0311310039002657
"LOC692247",NA,NA,NA,-0.136913999194677,0.0776919250923136,"down",-0.0339621809952955,0.693562650394119,"down",-0.085536629995729,0.313070100828882,"down",-0.139439383482687,0.0169010857732917,"down",4,0,4,"down",1,-2.49556260823932,0.0125757560588166,0.350785489542296,-0.0989630484170971
"CNIH1",-0.0194507855834683,0.899732287720081,"down",0.136756838858523,0.114964626701022,"up",0.110647612449949,0.0945150176616955,"up",-0.0135398358462262,0.883376901777876,"down",0.18472640065099,0.0444561656502816,"up",5,3,2,"up",0.6,2.49538466301126,0.0125820651404001,0.350785489542296,0.0798280461059535
"TTC28",-0.175068249495364,0.291169197359327,"down",0.171960053491035,0.19473828428212,"up",-0.0773572800969003,0.55064961413086,"down",-0.466391875847277,0.0234991564517167,"down",-0.127900448154924,0.00295360948801091,"down",5,1,4,"down",0.8,-2.49329554712197,0.0126563449782141,0.350785489542296,-0.134951560020686
"DCAF5",-0.144286223242692,0.43891297471895,"down",0.181768686042167,0.0579492759529613,"up",0.133049745144571,0.0854216600211083,"up",-0.301329493896754,0.0216032933172788,"down",0.201207000794889,0.00140536109832008,"up",5,3,2,"up",0.6,2.49274918294512,0.0126758352254733,0.350785489542296,0.0140819429684362
"MKRN7P",-0.186146322819543,0.275992050489531,"down",-0.187793178310738,0.0846822325687237,"down",0.0356249907250944,0.714861833049339,"up",0.0249407739981885,0.713480669778064,"up",-0.115119431489469,0.00586777779178299,"down",5,2,3,"down",0.6,-2.49169802752252,0.0127134074428855,0.350785489542296,-0.0856986335792934
"TERF2",-0.204157004099254,0.336174948843118,"down",-0.272480859549665,0.000315464579450642,"down",0.0789244876896903,0.148523145319884,"up",-0.0833234302138453,0.364907635387296,"down",-0.152575429035177,0.0550429648086598,"down",5,1,4,"down",0.8,-2.49146199839897,0.012721857543778,0.350785489542296,-0.12672244704165
"TM4SF4",0.592974610998075,0.150183052393475,"up",0.680282576233797,0.137654874583479,"up",0.61712346583552,0.0372600547699526,"up",0.629808412505126,0.150432998893999,"up",-0.0476800390914969,0.790137286543595,"down",5,4,1,"up",0.8,2.49136170980193,0.012725449489847,0.350785489542296,0.494501805296204
"HSP90AB1",0.211098891977832,0.4348553663767,"up",0.141636491857696,0.147501931590658,"up",0.141805765862559,0.12392340123723,"up",0.207556846103147,0.153725651316276,"up",0.0545228878365741,0.433029312262982,"up",5,5,0,"up",1,2.49133900969051,0.0127262626437967,0.350785489542296,0.151324176727562
"LOC100509445",NA,NA,NA,0.130056760910769,0.557041709867909,"up",0.424368572561832,0.00565599325337955,"up",-0.078582716998295,0.698390973431005,"down",0.261261180121619,0.0797908546826697,"up",4,3,1,"up",0.75,2.49104386018591,0.0127368395536213,0.350785489542296,0.184275949148981
"C19orf66",0.131648836831748,0.671822538818638,"up",-0.110992605010025,0.123409001455415,"down",-0.0349413182566572,0.609346770197829,"down",-0.395406322631069,0.0662075347994851,"down",-0.134900022376385,0.0148818434593962,"down",5,1,4,"down",0.8,-2.49081458110817,0.0127450613145357,0.350785489542296,-0.108918286288478
"ATF1",0.146183206487328,0.449979351247666,"up",0.161758540512917,0.0780988927470535,"up",0.132999019091368,0.168581362553505,"up",0.262065449238284,0.25595599884388,"up",0.0877736001530746,0.397700399086341,"up",5,5,0,"up",1,2.49058612761849,0.0127532581419147,0.350785489542296,0.158155963096594
"ZNF605",0.0146572969258,0.93588792237463,"up",0.19640559778686,0.131869001073845,"up",0.00929121875589751,0.757154029685093,"up",0.145905061661881,0.269685181767847,"up",0.289576312912444,0.0114345543451274,"up",5,5,0,"up",1,2.49034949900629,0.0127617532083012,0.350785489542296,0.131167097608577
"SLC30A6",0.0395074136387216,0.888874344389818,"up",0.203038770949636,0.0298769061579443,"up",0.0689753090282532,0.222698645207714,"up",0.18758989324952,0.28602923468843,"up",0.0475331801100284,0.218304276653308,"up",5,5,0,"up",1,2.49024441197651,0.0127655274823089,0.350785489542296,0.109328913395232
"GRK6",0.0230707948664008,0.861816556998036,"up",-0.196704876792308,0.0352021205263352,"down",0.0451512525318054,0.453645912510389,"up",-0.182379363051595,0.0228867700233981,"down",-0.188370795816614,0.00627068179982377,"down",5,2,3,"down",0.6,-2.49023790888637,0.0127657610777835,0.350785489542296,-0.0998465976524622
"EVX1",-0.00413221924840864,0.985657770722181,"down",-0.235934281406836,0.302584547564484,"down",-0.135058861482248,0.0625212375759853,"down",-0.107974004058814,0.377811448149326,"down",-0.0827256286730542,0.0963325459961944,"down",5,0,5,"down",1,-2.48990228947301,0.0127778218948844,0.350785489542296,-0.113164998973872
"TRAC",NA,NA,NA,-0.135585013220653,0.536625650443015,"down",-0.0857659030802685,0.423992227410707,"down",-0.68649410481119,0.0374230318970003,"down",-0.275939927432103,0.0172223469641616,"down",4,0,4,"down",1,-2.48923514390136,0.0128018263829751,0.350785489542296,-0.295946237136054
"E2F4",-0.0879654298972937,0.719520788018756,"down",-0.199863649182011,0.0259770316902754,"down",0.0571627224505582,0.44064344993271,"up",-0.0568529816523173,0.543855085078524,"down",-0.150503406878524,0.00333919988675253,"down",5,1,4,"down",0.8,-2.4886686862892,0.0128222393462273,0.350785489542296,-0.0876045490319176
"VEGFA",0.252205145017877,0.427331426288204,"up",0.135398148874974,0.26579355340768,"up",0.175577922983754,0.26346523599264,"up",0.0733593642383757,0.385190958718033,"up",0.167488977231943,0.107088355387088,"up",5,5,0,"up",1,2.48860764755495,0.0128244406665689,0.350785489542296,0.160805911669385
"CUL4B",-0.384910315203485,0.152628412691013,"down",0.205614937258875,0.0596781785775385,"up",0.094017845430399,0.546362941759597,"up",0.246081625343891,0.0368687626423764,"up",0.244309608083527,0.0045761760904883,"up",5,4,1,"up",0.8,2.4882610531672,0.0128369466987223,0.350785489542296,0.0810227401826414
"PTPN21",-0.11469957156067,0.454046204923323,"down",0.240360912009331,0.0472382696465493,"up",0.0586876751303144,0.264959847660747,"up",0.133081337531573,0.0709928919190584,"up",0.222154148290111,0.0612164362909173,"up",5,4,1,"up",0.8,2.48737999168742,0.0128687862970918,0.350785489542296,0.107916900280132
"GNAT1",-0.00438805000571458,0.985497280142464,"down",-0.151754923933773,0.1088576768976,"down",-0.0519223054098928,0.364608311039563,"down",0.0234798361654888,0.753746878617757,"up",-0.116885309952037,0.00952511680634012,"down",5,1,4,"down",0.8,-2.48679226078041,0.0128900644151693,0.350785489542296,-0.0602941506271857
"GPHN",0.100199146047928,0.586882743424441,"up",0.3105991985053,0.0335597546481182,"up",0.17690975542428,0.25392190388221,"up",0.136426342401344,0.359142915544032,"up",0.125863886331621,0.29140106560559,"up",5,5,0,"up",1,2.48667054464146,0.0128944748960191,0.350785489542296,0.169999665742095
"PRKAG2",-0.29578303687212,0.0635347737183292,"down",0.207011924687551,0.116139487319699,"up",-0.0721338978417576,0.343322472134738,"down",-0.125459421759247,0.317391165764217,"down",-0.125018036002415,0.00636825768542834,"down",5,1,4,"down",0.8,-2.48662935971608,0.0128959675667554,0.350785489542296,-0.0822764935575977
"MAPK3",-0.0811302746969704,0.518657171321975,"down",-0.322069823844281,0.00413689341834601,"down",-0.0384176260175449,0.686695971760189,"down",-0.10608785803694,0.689020017422924,"down",-0.103679260234742,0.192527441265906,"down",5,0,5,"down",1,-2.48579965084907,0.0129260713962515,0.350809292763123,-0.130276968566096
"MRI1",-0.227281559313144,0.382047013488438,"down",-0.0702615507217944,0.32927880407125,"down",-0.11524427258554,0.147597115860961,"down",-0.11557498154752,0.206538844351291,"down",-0.0568567599298641,0.23768441701912,"down",5,0,5,"down",1,-2.48527451188886,0.0129451568093111,0.350809292763123,-0.117043824819572
"VWA5B1",0.360768850078358,0.157496262294899,"up",-0.280793600897668,0.0399058961682189,"down",-0.0564616072180589,0.32401078390594,"down",-0.152642046680615,0.0746163414606515,"down",-0.110734759320065,0.0127463257098172,"down",5,1,4,"down",0.8,-2.48496579417867,0.01295638833795,0.350809292763123,-0.0479726328076098
"USP30-AS1",-0.383009794401219,0.0550846127530629,"down",-0.0464654245126684,0.600278007271257,"down",0.0208690251939462,0.743937104842522,"up",-0.145660332694775,0.0883236705341058,"down",-0.152477691689103,0.0466710403961918,"down",5,1,4,"down",0.8,-2.48493432603589,0.0129575336715413,0.350809292763123,-0.141348843620764
"LOC221272",-0.354862600185606,0.0603503713529824,"down",0.314595424890594,0.00190162900408758,"up",0.0691876304121191,0.377417690631583,"up",0.54362980321404,0.00494070189831598,"up",0.0969231099919419,0.0756288005134797,"up",5,4,1,"up",0.8,2.48330655717313,0.0130169012104704,0.351028399485601,0.133894673664618
"FANCB",-0.136704151885235,0.543629568791004,"down",0.268516947725639,0.286512688225969,"up",0.163253429574752,0.061080927969082,"up",0.592598927459958,0.0168812383561889,"up",0.0643579890046995,0.135838430160361,"up",5,4,1,"up",0.8,2.48313160081777,0.0130232964679807,0.351028399485601,0.190404628375963
"ZNF701",-0.259045529028157,0.260078247458835,"down",-0.118423833338828,0.149467319787237,"down",-0.124006225448492,0.108084109048775,"down",-0.193817801019613,0.455070100329145,"down",-0.0311505195277631,0.472780931721893,"down",5,0,5,"down",1,-2.48252635881154,0.0130454415899036,0.351028399485601,-0.145288781672571
"SENP8",-0.00113306209779617,0.995745729517477,"down",0.281124124675265,0.0430642532945161,"up",0.158338665597714,0.0863964098950361,"up",0.285908475916482,0.136616815709083,"up",0.0706659208755918,0.405230081745032,"up",5,4,1,"up",0.8,2.48243049938137,0.0130489520317903,0.351028399485601,0.158980824993451
"ZNF449",0.202287617552462,0.283124993274096,"up",0.240310575999837,0.0245322324286038,"up",-0.153523443858898,0.109146464388319,"down",0.113600460925367,0.164550470344288,"up",0.229355150675932,0.006883499545301,"up",5,4,1,"up",0.8,2.48229393099086,0.0130539547083753,0.351028399485601,0.12640607225894
"MAPRE2",-0.191334023780744,0.449906870849568,"down",-0.281843617377748,0.139644310077017,"down",0.0275605178035658,0.472740070642185,"up",-0.305852160108104,0.0554527990072009,"down",-0.0674872925591266,0.0116833384810189,"down",5,1,4,"down",0.8,-2.4822184604641,0.0130567200189272,0.351028399485601,-0.163791315204431
"NDUFA2",0.0773655500104985,0.705135589019046,"up",-0.0699371051265714,0.407246681406246,"down",-0.139247767205337,0.0727905764934132,"down",-0.214257477642496,0.0110430525802072,"down",-0.0705409597108377,0.141271277207427,"down",5,1,4,"down",0.8,-2.48174033747197,0.0130742509328641,0.351091470172764,-0.0833235519349487
"POM121L8P",-0.0770131985293415,0.691914666633633,"down",-0.201241515779267,0.0779267013400427,"down",-0.0208587392617223,0.573928181414961,"down",-0.0808350839262984,0.350532243702391,"down",-0.0686447879986283,0.0548776385951316,"down",5,0,5,"down",1,-2.4803356083033,0.0131258773840209,0.35206892226908,-0.0897186650990515
"ICAM1",0.0197030160610996,0.929734068743747,"up",-0.173619009015349,0.0534489606257621,"down",0.0365795097795568,0.714226730893983,"up",-0.649688107066952,0.0300230605305198,"down",-0.194878241059088,0.0132518690643091,"down",5,2,3,"down",0.6,-2.47818288342984,0.0132053439308671,0.353789984965909,-0.192380566260147
"PLAG1",0.127249315924525,0.565401142206909,"up",0.358610488918217,0.226308587269974,"up",0.17488670905071,0.28590225611846,"up",0.323374225092753,0.389815988096286,"up",0.191699347847349,0.079813018006194,"up",5,5,0,"up",1,2.47713902634912,0.0132440302040958,0.354415766607522,0.235164017366711
"PRKACA",0.0557081310853503,0.673338984993102,"up",-0.212240782991466,0.0248300658682117,"down",-0.0302349047037858,0.679351345476626,"down",-0.175102801103093,0.0199306887904809,"down",-0.0882011231228332,0.0747497760268245,"down",5,1,4,"down",0.8,-2.47602655003178,0.0132853698291632,0.354728487403621,-0.0900142961671655
"COPB1",0.00992192365921222,0.961529897667186,"up",-0.0683694390760628,0.363501180302774,"down",0.0937567129789919,0.1390453019868,"up",0.164580445638524,0.142254997767909,"up",0.114630825618605,0.00210367334362581,"up",5,4,1,"up",0.8,2.47563635840973,0.0132998963491292,0.354728487403621,0.0629040937638541
"WIPF1",-0.369567830669189,0.21922845795785,"down",-0.147985721377348,0.287444413543958,"down",-0.170778546286583,0.323908618488292,"down",-0.274022214152905,0.0290129712298052,"down",-0.105283730514901,0.415342828650824,"down",5,0,5,"down",1,-2.47558678471596,0.0133017429427334,0.354728487403621,-0.213527608600185
"TP73-AS1",-0.116196932281485,0.552308988192007,"down",-0.045900346448932,0.757350997706675,"down",-0.0640251164988939,0.315374265796719,"down",-0.747382335746603,0.00287287814839479,"down",-0.0641933325194907,0.128619416976792,"down",5,0,5,"down",1,-2.47447301340237,0.0133432901176685,0.355141528748683,-0.207539612699081
"PGLS",-0.0658035536905601,0.743347821017239,"down",-0.200997413416316,0.0400518709598839,"down",-0.147430345951127,0.0591317732328689,"down",0.0455162665407394,0.833575447915086,"up",-0.0512550043754545,0.272839647235949,"down",5,1,4,"down",0.8,-2.47416113064145,0.0133549448642925,0.355141528748683,-0.0839940101785436
"GLIS3",0.274100239901655,0.183135345282411,"up",0.744132529211343,0.0353256329034713,"up",0.109681853209914,0.528223676390675,"up",-0.295357236216603,0.406717466980148,"down",0.21703324127467,0.113201196145887,"up",5,4,1,"up",0.8,2.47393738095076,0.0133633117084622,0.355141528748683,0.209918125476196
"CTSS",-0.202566734011667,0.257448762526364,"down",-0.0692765315098175,0.629283758551143,"down",-0.143271917296211,0.217378110495787,"down",-0.239176330286495,0.174823266782524,"down",-0.168807882818843,0.149779175003967,"down",5,0,5,"down",1,-2.47220740177627,0.0134281586928559,0.356455174669945,-0.164619879184607
"SIX5",0.151116692301452,0.403595600037306,"up",-0.677132941100543,0.0325541537460671,"down",0.058346508880551,0.527803710114621,"up",-0.501612087654377,0.00550912477685011,"down",-0.131547845134323,0.0036130924292364,"down",5,2,3,"down",0.6,-2.47160916941725,0.01345064761134,0.356642687410312,-0.220165934541448
"CCDC169",0.0572493583840118,0.771879543292739,"up",-0.70078149660819,0.0452062390917101,"down",-0.0863367970443276,0.222529675411728,"down",-0.269056587507666,0.265766908221898,"down",-0.0679705226423184,0.0981207480664777,"down",5,1,4,"down",0.8,-2.47114308061417,0.01346819201288,0.356698817330812,-0.213379209083698
"TRMT1",0.0159244183183702,0.931892746884794,"up",-0.241669086126526,0.0247944902592944,"down",-0.0295855061852127,0.515512951783849,"down",0.115502015619741,0.40683012946595,"up",-0.0936378831310591,0.00837695765724488,"down",5,2,3,"down",0.6,-2.47014677745668,0.0135057624412724,0.35727691765512,-0.0466932083009373
"ZNF770",0.0277829932379958,0.894140533417397,"up",0.194301959256892,0.0660688536715907,"up",0.0854900483640799,0.391048078027825,"up",0.275205777078988,0.258568146139105,"up",0.170628228545708,0.0845726337976049,"up",5,5,0,"up",1,2.46943148796646,0.0135327929699288,0.35727691765512,0.150681801296733
"LOC101928401",NA,NA,NA,-0.581690831312838,0.00274069307606557,"down",-0.0324425402646495,0.333285986900219,"down",-0.0414923658337417,0.797307099357419,"down",-0.0360588331846459,0.197305968782213,"down",4,0,4,"down",1,-2.46920475816798,0.0135413709773844,0.35727691765512,-0.172921142648969
"CCL22",0.0659533410792749,0.698521411075234,"up",-0.281332639682662,0.00486238793669822,"down",2.76431103449609e-06,0.999977689994186,"up",-0.0791355315193535,0.637757465663018,"down",-0.187443735647522,0.0128573298082564,"down",5,2,3,"down",0.6,-2.46892848720621,0.0135518297990373,0.35727691765512,-0.0963911602918456
"CYP2C9",0.0291240604219749,0.865899794863336,"up",1.08569784653393,0.00586814906384738,"up",0.0435227563715955,0.500081963940793,"up",0.218740848235687,0.120081074240274,"up",0.0737554922811548,0.308941515918942,"up",5,5,0,"up",1,2.46775575859192,0.0135963054105419,0.358041204324761,0.290168200768868
"JADE2",-0.229322534560152,0.309002002803995,"down",-0.400681147034083,0.00115056995705301,"down",0.0805871654925949,0.292604437964337,"up",-0.269643365844461,0.10971349848182,"down",-0.0864780133543152,0.149495547449817,"down",5,1,4,"down",0.8,-2.46697682024555,0.0136259177891779,0.358072400473835,-0.181107579060083
