"gene_symbol","logfc_GSE104645","pval_GSE104645","dir_GSE104645","logfc_GSE28702","pval_GSE28702","dir_GSE28702","logfc_GSE72970","pval_GSE72970","dir_GSE72970","logfc_GSE69657","pval_GSE69657","dir_GSE69657","logfc_GSE39582","pval_GSE39582","dir_GSE39582","n_cohorts","n_up","n_down","direction_consensus","consensus_frac","stouffer_z","stouffer_p","stouffer_fdr","mean_logfc"
"LATS2",-0.373547682157346,0.0791690916296761,"down",-0.212006072108313,0.0870342916978969,"down",-0.165886489203951,0.136710066812701,"down",-0.483996905455217,0.00985391117317902,"down",-0.11764916891183,0.0271539031008466,"down",5,0,5,"down",1,-4.11317996912259,3.90245913619047e-05,0.0601927594188384,-0.270617263567331
"RBM25",0.40098998733045,0.0531297711511623,"up",0.147351589480182,0.132940152052254,"up",0.149070730387495,0.121510005687267,"up",0.323507929563313,0.0287673283346362,"up",0.279257341912416,0.0200397799753868,"up",5,5,0,"up",1,4.11302559656499,3.90507067723099e-05,0.0601927594188384,0.260035515734771
"SCRN3",0.096404588751152,0.582522173657209,"up",0.317620919850139,0.0138392911701023,"up",0.0963192814973346,0.0553369389933025,"up",0.294383117653685,0.224828039343222,"up",0.115039101226242,0.00576128563657935,"up",5,5,0,"up",1,4.0408840420102,5.3250085179309e-05,0.074528824954985,0.183953401795711
"DNPEP",0.0329028575546795,0.825780763317961,"up",-0.201464055209708,0.00607207676226162,"down",-0.125804348954653,0.0838558568785892,"down",-0.131810567364981,0.607459029142953,"down",-0.244197602646115,0.00026256839114434,"down",5,1,4,"down",0.8,-4.03415886363547,5.47982364186127e-05,0.074528824954985,-0.134074743324156
"FAM131A",-0.159503565371428,0.197438317578065,"down",-0.113822801913178,0.300034759037333,"down",-0.183277451215932,0.00324130860807023,"down",-0.0978375486827488,0.158534023175473,"down",-0.101933459373779,0.0510339051253235,"down",5,0,5,"down",1,-3.90951284744712,9.2482437035763e-05,0.116007420170137,-0.131274965311413
"MAP2K5",0.410264336757416,0.0564386458852454,"up",0.32044634567651,0.0420662987100121,"up",0.141660538586728,0.0632040783557182,"up",0.113237219351978,0.269686300803794,"up",0.0385634832147937,0.073279649565671,"up",5,5,0,"up",1,3.90217880209153,9.53306943139397e-05,0.116007420170137,0.204834384717485
"ZNRF1",-0.539742846730813,0.00434279307004369,"down",-0.355756321593887,0.000385229361554816,"down",0.158552196887688,0.13694685642992,"up",-0.197894197107233,0.165547732996321,"down",-0.103822936743357,0.00718916235640038,"down",5,1,4,"down",0.8,-3.88666373006551,0.000101631386200245,0.116467821988321,-0.20773282105752
"RTCA",0.331282855903501,0.269384851528308,"up",0.529548750227578,0.00152402240837214,"up",0.116426606818028,0.183486437433623,"up",0.207291375615809,0.21693249862758,"up",0.129779259236939,0.0492672210640709,"up",5,5,0,"up",1,3.85400185932811,0.000116202711769819,0.116467821988321,0.262865769560371
"WIPI2",-0.0713292221132897,0.467812901256558,"down",-0.254032273472059,0.0092826939020891,"down",-0.0480547199149645,0.445785407109552,"down",-0.0899775206557537,0.0954414465257441,"down",-0.1572937516327,0.00277900735540059,"down",5,0,5,"down",1,-3.85271737501012,0.000116814194869072,0.116467821988321,-0.124137497557753
"FLCN",-0.605704509705832,0.00166641699436193,"down",-0.155182712666686,0.159584742995249,"down",-0.104540889141701,0.210713640954383,"down",-0.106405830524841,0.15041270158827,"down",-0.0683448150795644,0.1370815023024,"down",5,0,5,"down",1,-3.84131314199694,0.000122377876808976,0.116467821988321,-0.208035751423725
"SRC",-0.0622395350085773,0.646700709360136,"down",-0.288034078063153,0.050480163042408,"down",-0.0522487306395992,0.276364163152055,"down",-0.175790009373499,0.124631163450023,"down",-0.159937348267017,0.000686823461044986,"down",5,0,5,"down",1,-3.82407943433228,0.000131261594444145,0.116467821988321,-0.147649940270369
"IPO7",0.185361191923661,0.330121867500827,"up",0.25760069080494,0.0120889979997174,"up",0.0932222641310225,0.256179773498345,"up",0.374163854547065,0.0250011235688652,"up",0.185132466589734,0.0261070612879164,"up",5,5,0,"up",1,3.82086044443204,0.000132986891425833,0.116467821988321,0.219096093599285
