"gene_symbol","stouffer_z","stouffer_p","stouffer_fdr"
"JRKL",2.45793110773129,0.0139739977820403,0.792921546188451
"GUSBP11",-2.45723063223117,0.0140012767574631,0.792921546188451
"BCLAF1",2.45656580186305,0.0140272110528297,0.792921546188451
"ARPP19",2.4561738295649,0.0140425213177479,0.792921546188451
"CD164",2.44937194334074,0.0143105586149156,0.796433791736039
"KMT2D",2.44890363045322,0.0143291780769391,0.796433791736039
"MYO1G",-2.44881298881552,0.0143327843282811,0.796433791736039
"BBS10",2.44864278215659,0.0143395583019298,0.796433791736039
"SPRED1",2.44648831015058,0.0144255475292693,0.796433791736039
"CYP27A1",-2.44458664654633,0.0145018241883809,0.796433791736039
"LOC100652930",-2.44340751469163,0.0145492981697709,0.796433791736039
"VMA21",2.44154667936422,0.0146244975467223,0.796433791736039
"TCF3",-2.44102958026639,0.0146454551052655,0.796433791736039
"DOHH",-2.43882824110667,0.0147349699313373,0.796433791736039
"CCAR1",2.43627222133369,0.0148395121482144,0.796433791736039
"P4HTM",-2.43547700825539,0.0148721697060583,0.796433791736039
"INAFM2",2.43540348925792,0.0148751921564419,0.796433791736039
"MARK3",2.43476802922967,0.0149013392121933,0.796433791736039
"TRPM4",-2.43382549417945,0.014940195953177,0.796433791736039
"PPP4R3A",2.432413954718,0.0149985547124456,0.796433791736039
"PLEKHA5",2.4323854430224,0.0149997355675902,0.796433791736039
"FLRT3",2.43085624574911,0.0150631897037243,0.796433791736039
"CNPPD1",-2.43082003173219,0.0150646952681638,0.796433791736039
"TPMT",-2.42908607149824,0.0151369383499953,0.796433791736039
"SAV1",2.42838508103688,0.0151662306527736,0.796433791736039
"CDX2",-2.42835694914255,0.0151674072419406,0.796433791736039
"GTF2A1",2.42031425536373,0.0155070993320188,0.8100760683248
"TP53I11",-2.41968388012467,0.0155340047113955,0.8100760683248
"SETD6",-2.41809256862007,0.0156021071375632,0.8100760683248
"RAPGEF1",-2.41758841452884,0.0156237378534259,0.8100760683248
"CCZ1B",-2.41373691879174,0.0157898586861404,0.816122852718131
"C19orf43",-2.41212763460989,0.0158597284388532,0.817172507811909
"ARIH1",2.40659444961512,0.0161020397571117,0.819297953409179
"UTP23",2.40566598175741,0.0161430168530403,0.819297953409179
"MED16",-2.40510643007613,0.0161677564036911,0.819297953409179
"ACVRL1",-2.40467588614522,0.0161868147914702,0.819297953409179
"PIGU",-2.40368557513367,0.01623072669335,0.819297953409179
"SAMHD1",-2.40229962393886,0.0162923576494815,0.819297953409179
"VAC14",-2.40168506743535,0.0163197517034997,0.819297953409179
"HELZ",2.39753396830895,0.016505850476867,0.819297953409179
"TNPO1",2.39709783317648,0.016525510731239,0.819297953409179
"SP100",-2.39678936221431,0.0165394285100493,0.819297953409179
"MIR4656",-2.39547609678725,0.016598796486642,0.819297953409179
"PARP12",-2.39504719506449,0.0166182260796318,0.819297953409179
"NDUFS7",-2.39501981381203,0.016619467150321,0.819297953409179
"HNRNPH3",2.39368341735361,0.0166801390850251,0.819297953409179
"LCORL",2.39289663923446,0.0167159494174055,0.819297953409179
"IL32",-2.39159029787306,0.016775556847467,0.819297953409179
"ZNF605",2.39152337186803,0.0167786156521327,0.819297953409179
"CABLES2",-2.39065575836329,0.0168183136393096,0.819297953409179
"NUDCD2",-2.38789232363335,0.0169453057007895,0.819297953409179
"LOC100509445",2.38752962777649,0.0169620354988524,0.819297953409179
"TMEM219",-2.38751546006828,0.0169626892960986,0.819297953409179
"SYTL5",2.38683381044134,0.0169941715226795,0.819297953409179
"TNRC6C",2.38371027706728,0.0171390897051121,0.823875542442823
"IGF2BP2",-2.38197097443044,0.0172202546987674,0.825225541109379
"TNKS",2.38096667689688,0.0172672738769248,0.825225541109379
"CTSB",2.376628609153,0.0174716695102503,0.826712911998757
"LAMC2",2.3746257165559,0.0175667529603669,0.826712911998757
"CKAP4",2.3744381889571,0.0175756786508075,0.826712911998757
"ENTPD4",2.37178263196888,0.0177025017503223,0.826712911998757
"CUL4B",2.37134546157312,0.0177234566755042,0.826712911998757
"C5orf56",-2.37122814742028,0.0177290836026824,0.826712911998757
"FKBP8",-2.37100289214802,0.0177398922723115,0.826712911998757
"PRKAR2A",-2.36886328596821,0.0178428475984774,0.826712911998757
"NPRL2",-2.36731791721325,0.0179175341762624,0.826712911998757
"NKG7",-2.36697495352224,0.0179341464554356,0.826712911998757
"UQCRC1",-2.36354031804317,0.0181012569342106,0.826712911998757
"FAM26F",-2.36139638812473,0.0182062586824005,0.826712911998757
"ATRIP",-2.36072571348405,0.0182392151729208,0.826712911998757
"JUND",-2.36006886032061,0.0182715431025666,0.826712911998757
"HLA-E",-2.35606805380935,0.0184695336941665,0.826712911998757
"MEX3C",2.35511142186575,0.0185171524178144,0.826712911998757
"AGAP3",-2.35215217795484,0.0186651369947098,0.826712911998757
"DBT",2.35134639711057,0.0187056109308313,0.826712911998757
"PPP2R2A",2.34976177439879,0.0187854296846424,0.826712911998757
"SLC7A6",-2.34907941784378,0.018819892209425,0.826712911998757
"UBE2L6",-2.34764058555466,0.0188927419405101,0.826712911998757
"RARRES1",-2.34745962279834,0.0189019217288859,0.826712911998757
"PLK2",2.34689635505268,0.0189305198647396,0.826712911998757
"TCF12",2.34661260128208,0.0189449408900002,0.826712911998757
"GSS",-2.34621753792218,0.0189650349247835,0.826712911998757
"TAOK2",-2.34546402238669,0.0190034125228853,0.826712911998757
"TMEM43",-2.34536946180567,0.0190082334174257,0.826712911998757
"ZNF468",2.34141436462076,0.0192108325272281,0.826712911998757
"SNRPA1",2.34058043440021,0.0192537905788293,0.826712911998757
"LOC643549",-2.3403458618883,0.0192658891764047,0.826712911998757
"COX20",-2.3403175451215,0.0192673501258099,0.826712911998757
"PIGG",2.3401890926244,0.0192739786024879,0.826712911998757
"PSMD5-AS1",2.33992025223884,0.0192878579031203,0.826712911998757
"APBB2",2.33983810616027,0.019292100563287,0.826712911998757
"TMTC4",-2.33934242893318,0.0193177184894254,0.826712911998757
"ZADH2",2.33888683507261,0.0193412910137722,0.826712911998757
"FARP2",-2.33807700845097,0.0193832536705171,0.826712911998757
"CFLAR",-2.33134177387612,0.01973534514304,0.826712911998757
"DNAJC5",-2.33105586288574,0.0197504142271785,0.826712911998757
"RNF145",2.32966907255536,0.0198236483614955,0.826712911998757
"PRR5",-2.32894487455009,0.0198619862283508,0.826712911998757
"MMP24-AS1",-2.32846753143641,0.0198872913787371,0.826712911998757
"RNF111",2.32802943295108,0.0199105408391272,0.826712911998757
"DHX40",2.32673418448053,0.0199794172491325,0.826712911998757
"EDN3",-2.32601543156985,0.0200177274618167,0.826712911998757
"LRIF1",2.32599019840824,0.0200190735774901,0.826712911998757
"USP13",2.3249270190422,0.020075862943173,0.826712911998757
"MIR6789",-2.32443293428639,0.020102302130239,0.826712911998757
"OIP5-AS1",2.32260174437766,0.0202005569304567,0.826712911998757
"PPP2R5E",2.32246587695716,0.0202078637387826,0.826712911998757
"CAND1",2.32230436102618,0.0202165528974058,0.826712911998757
"GRB10",2.32214721737319,0.0202250099668993,0.826712911998757
"HNF4A",-2.32119828144204,0.0202761449016772,0.826712911998757
"TLE2",-2.32078962276061,0.0202982008537989,0.826712911998757
