"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"FASTKD5","down","down","up","up","down",5,3,"down","3/5"
"FAT1","down","down","up","up","up",5,3,"up","3/5"
"FAT2","down","down","up","down","down",5,4,"down","4/5"
"FAT3","up","down","down","up","up",5,3,"up","3/5"
"FAT4","down","down","down","down","up",5,4,"down","4/5"
"FATE1","up","up","down","down","down",5,3,"down","3/5"
"FAU","up","up","down","up","up",5,4,"up","4/5"
"FAXC","up","up","down","down","up",5,3,"up","3/5"
"FAXDC2","down","down","down","down","up",5,4,"down","4/5"
"FBF1",NA,"down","up","down","down",4,3,"down","3/4"
"FBL","up","down","up","up","down",5,3,"up","3/5"
"FBLIM1","up","down","down","down","down",5,4,"down","4/5"
"FBLL1","down","up","down","down","down",5,4,"down","4/5"
"FBLN1","down","down","down","down","up",5,4,"down","4/5"
"FBLN2","down","up","down","down","up",5,3,"down","3/5"
"FBLN5","down","up","down","down","up",5,3,"down","3/5"
"FBLN7","up","down","down","down","down",5,4,"down","4/5"
"FBN1","up","up","down","down","up",5,3,"up","3/5"
"FBN2","up","down","up","down","down",5,3,"down","3/5"
"FBN3","down","down","up","down","up",5,3,"down","3/5"
"FBP1","up","down","down","up","down",5,3,"down","3/5"
"FBP2","down","up","up","up","up",5,4,"up","4/5"
"FBRS","up","down","down","down","down",5,4,"down","4/5"
"FBRSL1","up","down","up","down","down",5,3,"down","3/5"
"FBXL12","up","down","up","down","down",5,3,"down","3/5"
"FBXL13","down","up","down","down","up",5,3,"down","3/5"
"FBXL14","down","down","up","up","up",5,3,"up","3/5"
"FBXL15","up","down","down","down","down",5,4,"down","4/5"
"FBXL16","down","down","up","down","down",5,4,"down","4/5"
"FBXL17","down","down","down","up","up",5,3,"down","3/5"
"FBXL18","down","down","up","down","down",5,4,"down","4/5"
"FBXL19","up","down","down","up","down",5,3,"down","3/5"
"FBXL19-AS1","down","down","up","up","down",5,3,"down","3/5"
"FBXL2","down","up","down","up","up",5,3,"up","3/5"
"FBXL20","down","up","down","down","up",5,3,"down","3/5"
"FBXL21","up","down","up","up","down",5,3,"up","3/5"
"FBXL22","up","down","down","down","up",5,3,"down","3/5"
"FBXL3","down","up","down","up","up",5,3,"up","3/5"
"FBXL4","down","up","up","up","up",5,4,"up","4/5"
"FBXL5","up","up","down","down","up",5,3,"up","3/5"
"FBXL6","up","down","up","up","down",5,3,"up","3/5"
"FBXL7","up","down","down","down","up",5,3,"down","3/5"
"FBXL8","up","down","down","down","down",5,4,"down","4/5"
"FBXO10","down","down","down","down","up",5,4,"down","4/5"
"FBXO11","down","down","down","up","up",5,3,"down","3/5"
"FBXO15","down","up","down","down","down",5,4,"down","4/5"
"FBXO16","down","up","up","up","down",5,3,"up","3/5"
"FBXO17","down","down","down","down","up",5,4,"down","4/5"
"FBXO18","down","down","down","down","down",5,5,"down","5/5"
"FBXO2","up","down","down","up","down",5,3,"down","3/5"
"FBXO21","down","up","up","up","up",5,4,"up","4/5"
"FBXO22","down","down","down","up","up",5,3,"down","3/5"
"FBXO24","up","down","down","down","down",5,4,"down","4/5"
"FBXO25","down","down","up","up","down",5,3,"down","3/5"
"FBXO27","down","down","down","up","down",5,4,"down","4/5"
"FBXO28","up","down","up","up","up",5,4,"up","4/5"
"FBXO3","up","up","down","up","down",5,3,"up","3/5"
"FBXO30","down","up","down","down","up",5,3,"down","3/5"
"FBXO31","down","down","down","up","up",5,3,"down","3/5"
"FBXO32","down","down","down","down","up",5,4,"down","4/5"
"FBXO33","up","down","down","down","up",5,3,"down","3/5"
"FBXO34","down","down","down","up","down",5,4,"down","4/5"
"FBXO36","up","down","down","down","down",5,4,"down","4/5"
"FBXO38","down","up","down","down","down",5,4,"down","4/5"
"FBXO39","up","down","up","down","up",5,3,"up","3/5"
"FBXO4","up","up","down","down","down",5,3,"down","3/5"
"FBXO40","up","down","up","up","down",5,3,"up","3/5"
"FBXO41","up",NA,NA,NA,NA,1,1,"up","1/1"
"FBXO42","up","up","up","down","down",5,3,"up","3/5"
"FBXO43",NA,"down","down","up","down",4,3,"down","3/4"
"FBXO44","down","up","down","down","down",5,4,"down","4/5"
"FBXO45","up","down","up","up","up",5,4,"up","4/5"
"FBXO46","down","up","down","up","up",5,3,"up","3/5"
"FBXO5","up","down","up","up","down",5,3,"up","3/5"
"FBXO6","up","up","down","down","down",5,3,"down","3/5"
"FBXO7","down","up","up","down","up",5,3,"up","3/5"
"FBXO8","down","up","up","down","up",5,3,"up","3/5"
"FBXO9","down","up","up","up","up",5,4,"up","4/5"
"FBXW11","down","up","down","up","down",5,3,"down","3/5"
"FBXW12",NA,"down","down","down","down",4,4,"down","4/4"
"FBXW2","up","up","down","down","down",5,3,"down","3/5"
"FBXW4","down","up","down","down","down",5,4,"down","4/5"
"FBXW4P1","down","up","up","down","up",5,3,"up","3/5"
"FBXW5","down","down","up","down","down",5,4,"down","4/5"
"FBXW7","down","up","up","up","up",5,4,"up","4/5"
"FBXW8","up","up","up","up","down",5,4,"up","4/5"
"FBXW9","up","down","down","down","down",5,4,"down","4/5"
"FCAMR","up","down","up","up","down",5,3,"up","3/5"
"FCAR","up","up","up","up","down",5,4,"up","4/5"
"FCER1A","down","down","down","down","down",5,5,"down","5/5"
"FCER1G","down","up","up","down","down",5,3,"down","3/5"
"FCER2","down","up","up","down","down",5,3,"down","3/5"
"FCF1","down","up","up","up","up",5,4,"up","4/5"
"FCGBP","up","down","up","up","down",5,3,"up","3/5"
"FCGR1A",NA,"down","down","down","down",4,4,"down","4/4"
"FCGR1B","up","up","down","down","down",5,3,"down","3/5"
"FCGR1CP",NA,"up","up","down","down",4,2,"tie","2/4"
"FCGR2A","up","up","up","down","down",5,3,"up","3/5"
"FCGR2B","up","up","down","down","up",5,3,"up","3/5"
"FCGR2C",NA,"down","up","down","down",4,3,"down","3/4"
"FCGR3A","up",NA,NA,NA,NA,1,1,"up","1/1"
"FCGR3B","up","up","up","down","down",5,3,"up","3/5"
"FCGRT","up","down","down","down","down",5,4,"down","4/5"
"FCHO1","up","down","up","up","down",5,3,"up","3/5"
"FCHO2","down","up","down","up","up",5,3,"up","3/5"
"FCHSD1","up","up","down","down","up",5,3,"up","3/5"
"FCHSD2","down","down","down","down","up",5,4,"down","4/5"
"FCMR","down","down","up","down","down",5,4,"down","4/5"
"FCN1","up","down","up","down","up",5,3,"up","3/5"
"FCN2","down","down","up","up","down",5,3,"down","3/5"
"FCN3","down","up","up","up","up",5,4,"up","4/5"
"FCRL1","up","down","down","down","up",5,3,"down","3/5"
"FCRL2","up","down","down","down","down",5,4,"down","4/5"
"FCRL3","down","down","up","down","down",5,4,"down","4/5"
"FCRL4","down","down","down","down","down",5,5,"down","5/5"
"FCRL5","up","up","up","down","up",5,4,"up","4/5"
"FCRLA","up","down","down","down","down",5,4,"down","4/5"
"FCRLB","up","down","down","up","down",5,3,"down","3/5"
"FDCSP","down","up","up","down","down",5,3,"down","3/5"
"FDFT1","up","down","up","up","down",5,3,"up","3/5"
"FDPS","down","down","up","up","down",5,3,"down","3/5"
"FDPSP2","up","up","down","down","down",5,3,"down","3/5"
"FDX1","down","down","up","up","down",5,3,"down","3/5"
"FDX1L","up","down","down","down","down",5,4,"down","4/5"
"FDXACB1","up","up","down","up","down",5,3,"up","3/5"
"FDXR","up","up","down","down","down",5,3,"down","3/5"
"FECH","up","up","down","down","up",5,3,"up","3/5"
"FEM1A","down","down","up","up","down",5,3,"down","3/5"
"FEM1B","down","up","up","down","up",5,3,"up","3/5"
"FEM1C","down","up","down","up","up",5,3,"up","3/5"
"FEN1","up","down","up","up","down",5,3,"up","3/5"
"FENDRR","down","down","down","down","up",5,4,"down","4/5"
"FER","down","up","up","down","up",5,3,"up","3/5"
"FER1L4",NA,"down","down","down","down",4,4,"down","4/4"
"FER1L5",NA,"down","up","up","down",4,2,"tie","2/4"
"FER1L6-AS1","up","down","down","down","down",5,4,"down","4/5"
"FER1L6-AS2","up",NA,NA,NA,NA,1,1,"up","1/1"
"FERD3L","up","up","up","up","down",5,4,"up","4/5"
"FERMT1","up","up","up","up","down",5,4,"up","4/5"
"FERMT2","down","up","down","down","up",5,3,"down","3/5"
"FERMT3","up","up","up","down","down",5,3,"up","3/5"
"FES","down","down","up","down","up",5,3,"down","3/5"
"FETUB","down","down","up","up","down",5,3,"down","3/5"
"FEV","up","up","down","up","down",5,3,"up","3/5"
"FEZ1","up","down","down","down","down",5,4,"down","4/5"
"FEZ2","up","down","down","down","down",5,4,"down","4/5"
"FEZF2","up","down","up","down","down",5,3,"down","3/5"
"FFAR1","up","down","up","up","down",5,3,"up","3/5"
"FFAR2","up","up","up","down","down",5,3,"up","3/5"
"FFAR3","up",NA,NA,NA,NA,1,1,"up","1/1"
"FFAR4","up","down","up","down","down",5,3,"down","3/5"
"FGA","up","up","up","up","down",5,4,"up","4/5"
"FGB","up","up","up","up","up",5,5,"up","5/5"
"FGD1","down","up","down","down","up",5,3,"down","3/5"
"FGD2","down","up","down","down","down",5,4,"down","4/5"
"FGD3","down","down","up","down","down",5,4,"down","4/5"
"FGD4","down","up","up","up","up",5,4,"up","4/5"
"FGD5","up","down","down","down","up",5,3,"down","3/5"
"FGD5-AS1","up","down","up","up","down",5,3,"up","3/5"
"FGD6","down","up","up","up","up",5,4,"up","4/5"
"FGF1","up","up","down","down","up",5,3,"up","3/5"
"FGF10","down","down","down","down","down",5,5,"down","5/5"
"FGF10-AS1",NA,"down","up","down","up",4,2,"tie","2/4"
"FGF11","down","down","up","down","down",5,4,"down","4/5"
"FGF12","up","up","up","down","up",5,4,"up","4/5"
"FGF13","down","down","down","down","up",5,4,"down","4/5"
"FGF13-AS1",NA,"down","down","up","down",4,3,"down","3/4"
"FGF14","down","down","down","down","up",5,4,"down","4/5"
"FGF14-AS2","down","up","down","down","up",5,3,"down","3/5"
"FGF14-IT1",NA,"down","up","down","down",4,3,"down","3/4"
"FGF16","up","down","down","up","up",5,3,"up","3/5"
"FGF17","down","down","up","down","down",5,4,"down","4/5"
"FGF18","down","up","down","up","up",5,3,"up","3/5"
"FGF19","down","down","down","up","up",5,3,"down","3/5"
"FGF2","up","up","up","down","up",5,4,"up","4/5"
"FGF20","up","up","down","up","up",5,4,"up","4/5"
"FGF21","down","up","up","up","down",5,3,"up","3/5"
"FGF22","down","down","down","down","down",5,5,"down","5/5"
