"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe","Direction"
0.574690439499085,8.7040196522755,4.54904294759896,1.23736230827206e-05,0.24677953876178,-0.33421097235143,"219017_at","up"
0.526134322242139,7.50629541783691,4.18904103894284,5.18556892153015e-05,0.517104932854986,-0.968715867703646,"222262_s_at","up"
-0.310872514625733,9.80892426990634,-3.93073631857362,0.000138039641277255,0.917687535211191,-1.40363110263387,"217286_s_at","down"
-0.494895740378904,6.00814353846707,-3.73395907962831,0.000282755104552393,0.998553017493965,-1.72247014092789,"244043_at","down"
-0.308955125928518,9.34187261484599,-3.71697293767914,0.000300449136200174,0.998553017493965,-1.7494617430946,"224364_s_at","down"
0.383482340212239,7.30247974276571,3.60343414148977,0.000448548058162097,0.998553017493965,-1.92764083512629,"224204_x_at","up"
0.480063943254852,6.80459883144274,3.52690395051492,0.000584757081611693,0.998553017493965,-2.04550103892805,"220658_s_at","up"
0.326209642665983,8.03843157049103,3.42224538445313,0.000834906330938885,0.998553017493965,-2.20367924475043,"212801_at","up"
0.348165622962101,9.72699682473184,3.42151936425656,0.00083694924781089,0.998553017493965,-2.20476422507131,"200998_s_at","up"
0.226250035447913,10.0254084866167,3.40881826267373,0.000873456001296264,0.998553017493965,-2.22371730729346,"217822_at","up"
-0.32252716121287,9.19021688469932,-3.32519992066661,0.00115368501696843,0.998553017493965,-2.34717570482749,"224820_at","down"
0.224885652436227,7.123865727877,3.26675553021847,0.00139726887723222,0.998553017493965,-2.43208692458939,"226443_at","up"
0.275059555128964,7.08676368239764,3.24489554801666,0.00150011935632376,0.998553017493965,-2.46355069030472,"212711_at","up"
-0.437779594693842,7.66666860076592,-3.23976197254886,0.00152527504548727,0.998553017493965,-2.47091610715488,"228772_at","down"
-0.312241445519635,6.67368136026168,-3.22933312218703,0.00157759380994433,0.998553017493965,-2.48585133036635,"230435_at","down"
0.332709393923147,9.04128724833045,3.17323118560332,0.00188889741334598,0.998553017493965,-2.56555659935377,"204490_s_at","up"
-0.429678753979329,10.5811094522057,-3.16029350005917,0.00196836571183457,0.998553017493965,-2.58378363446626,"218322_s_at","down"
0.367781311241716,7.33809227032735,3.15634581115271,0.00199322542863506,0.998553017493965,-2.58933372124601,"225246_at","up"
0.313168554285594,9.66051885381783,3.13818185038124,0.0021114107037708,0.998553017493965,-2.61480081016004,"204489_s_at","up"
-0.290032603150102,9.82215035672649,-3.1263715006128,0.00219170941451105,0.998553017493965,-2.63129805315377,"224755_at","down"
-0.429631263011856,7.21405781201963,-3.11394464046567,0.00227925063340501,0.998553017493965,-2.64860383171955,"228642_at","down"
-0.496939358647348,6.94365270657719,-3.10318730533076,0.00235763628527342,0.998553017493965,-2.66354090842487,"205414_s_at","down"
-0.260902315258638,9.24227597188601,-3.1010127126172,0.00237378231750011,0.998553017493965,-2.6665554972439,"201535_at","down"
0.29743598630868,7.96117130634747,3.08297140924177,0.00251173959110265,0.998553017493965,-2.69150155626342,"225461_at","up"
-0.275512960098567,7.64034176409765,-3.08167330736238,0.00252194662560402,0.998553017493965,-2.69329204092597,"205308_at","down"
0.346132682316619,6.2734898193326,3.07848671818232,0.00254716591608001,0.998553017493965,-2.69768481079464,"1552364_s_at","up"
0.328143957102435,7.08446959951848,3.06936787116752,0.00262062932916992,0.998553017493965,-2.71023546552206,"203222_s_at","up"
