"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe","Direction"
-0.644991702023264,0.04100541747658,-3.32143493177392,0.00118499831627689,0.999800978418838,-3.70118348248747,"A_32_P37733","down"
-0.632165693594558,0.170488002010322,-3.25137847816091,0.00148862794303847,0.999800978418838,-3.73996429916318,"A_23_P99397","down"
-0.613292715734601,0.30843206520076,-3.07438069616608,0.00260848370305799,0.999800978418838,-3.83530026488429,"A_24_P20767","down"
-0.560479158130375,0.183888586844271,-3.06182288023462,0.00271208272281219,0.999800978418838,-3.84191635029137,"A_24_P923300","down"
-0.590848013798334,0.0305148717194377,-3.0158854685809,0.00312434138464231,0.999800978418838,-3.86594746099849,"A_32_P212343","down"
-0.575527584670483,0.146060592897541,-2.99760739932537,0.00330390108163059,0.999800978418838,-3.87543394413124,"A_24_P326511","down"
0.489864950208915,0.0460842753643277,2.9809519398816,0.00347575906848262,0.999800978418838,-3.88404066616422,"A_24_P386622","up"
0.54401750003309,0.0133908027677187,2.97375865408091,0.00355249876561193,0.999800978418838,-3.88774666695324,"A_23_P76823","up"
-0.551894010247875,-0.049780143415381,-2.96888459100825,0.00360538011620223,0.999800978418838,-3.89025396925601,"A_24_P173124","down"
-0.686800939096796,0.437949184048892,-2.96564313417051,0.00364094873940659,0.999800978418838,-3.89191971583429,"A_23_P65230","down"
-0.832265253823647,0.103163117956026,-2.93013869839571,0.00405225038999246,0.999800978418838,-3.9100749734155,"A_32_P102383","down"
-0.581816452168917,0.200282191860287,-2.85771048898414,0.00502663020305647,0.999800978418838,-3.94659406108446,"A_24_P498767","down"
-0.51433758821118,0.0495683652481792,-2.81353929141955,0.00572171343569344,0.999800978418838,-3.96852000997869,"A_23_P42684","down"
-0.567322329236541,0.204344871875871,-2.7885029533368,0.00615361463476452,0.999800978418838,-3.98082988103698,"A_23_P110243","down"
0.789533827784181,0.245147643941342,2.77158164961065,0.00646214022064881,0.999800978418838,-3.98910110115001,"A_23_P151915","up"
-0.361404576671062,0.0351068965396037,-2.77096244401277,0.00647369285888034,0.999800978418838,-3.989403024945,"A_23_P153640","down"
0.528165018710423,-0.0396656317998747,2.77074311773396,0.00647778938068921,0.999800978418838,-3.98950995546553,"A_24_P71661","up"
0.493508806257263,0.0159806852671,2.76980531543095,0.00649533206156756,0.999800978418838,-3.98996709762597,"A_23_P34578","up"
-0.610340126557387,0.292269577962722,-2.74960508643582,0.00688385809979593,0.999800978418838,-3.99978444628694,"A_23_P381772","down"
-0.67815287077653,-0.0315004383323675,-2.74364366431527,0.00700249286892469,0.999800978418838,-4.00267091579903,"A_23_P45560","down"
-0.490925948891678,0.236949292358141,-2.7349253682327,0.00717933963327403,0.999800978418838,-4.00688335624476,"A_24_P450194","down"
0.497018298254601,-0.0585577366053802,2.72769320848502,0.00732911009924894,0.999800978418838,-4.0103697137342,"A_24_P27412","up"
0.467707697475206,0.0653032484078158,2.71688720047428,0.00755818363143669,0.999800978418838,-4.01556530348199,"A_23_P169050","up"
-0.463712112742712,0.116520980798888,-2.71284922301764,0.00764543834132917,0.999800978418838,-4.01750259933919,"A_23_P163858","down"
