"gene_symbol","logfc_GSE104645","pval_GSE104645","dir_GSE104645","logfc_GSE28702","pval_GSE28702","dir_GSE28702","logfc_GSE72970","pval_GSE72970","dir_GSE72970","logfc_GSE69657","pval_GSE69657","dir_GSE69657","logfc_GSE39582","pval_GSE39582","dir_GSE39582","n_cohorts","n_up","n_down","direction_consensus","consensus_frac","fisher_p","stouffer_z","stouffer_p","fisher_fdr","stouffer_fdr","mean_logfc"
"SLC25A42",-0.254588234731355,0.122351817207995,"down",-1.23363445513762,0.0750356994313891,"down",-0.181070967381884,0.0920137258802671,"down",-2.43292609351433,0.206703163818315,"down",-0.133047747672122,0.00429630388218531,"down",5,0,5,"down",1,0.00167316231783716,-4.18536891538138,2.84703330424694e-05,0.0662432468178388,0.0184709194038866,0.847053499687462
"CD6",-0.317276327737289,0.107145016702108,"down",-2.81346168926577,0.00591895904675289,"down",-0.187429683115841,0.129615284941552,"down",-12.6210211161388,0.0325593457243153,"down",-0.108344986130038,0.0708847484198217,"down",5,0,5,"down",1,0.000596739884873291,-4.14247685997508,3.43575043067696e-05,0.0481055037748341,0.0211344578881567,3.20950676047755
"MED13",-0.147765570053194,0.648124706068283,"down",225.321334805354,0.00469242668090623,"up",0.380319584708469,0.0220477142997369,"up",220.807429864253,0.00180049927154223,"up",0.202875740483839,0.0189862479675833,"up",5,4,1,"up",0.8,1.84684608503672e-05,4.12587649052227,3.6932544753902e-05,0.019744463600029,0.0211344578881567,89.3719451129705
"PRDM2",-0.466784769911259,0.0265477799256921,"down",-1.90389956753844,0.189692288379797,"down",-0.231691840853204,0.159041571446934,"down",-30.0474502262443,0.00248011239650147,"down",-0.0759041453682743,0.0456258292604535,"down",5,0,5,"down",1,0.000339040022614906,-4.11879645012325,3.8085637823167e-05,0.0393907244875938,0.0211344578881567,6.5451461099831
"IREB2",0.302002137985305,0.166979819893373,"up",110.324855402866,0.0014249577862359,"up",0.325412811239521,0.0545788377744738,"up",3.01617345399698,0.353974694841896,"up",0.18361241683944,0.0742761643545087,"up",5,5,0,"up",1,0.000930489183382226,4.10595641666177,4.02645400108724e-05,0.0556872915856233,0.0211344578881567,22.8304112445855
"PSEN2",-0.138426418723463,0.354776807319289,"down",-10.1649234109259,0.0589355656846051,"down",-0.32410544474015,0.0373392288536163,"down",-11.963242081448,0.192238695341899,"down",-0.186522159800137,0.00530318468441506,"down",5,0,5,"down",1,0.00174791459624038,-4.10532714249099,4.03743096546123e-05,0.0671855159382693,0.0211344578881567,4.55544390312753
"UBALD1",0.0461255337953305,0.791626584248278,"up",-19.3336718334663,0.00010427342860792,"down",-0.152113757123386,0.138081016147264,"down",-0.876987933634988,0.866642489980601,"down",-0.134065105519135,0.000784496579777423,"down",5,1,4,"down",0.8,4.91948828985499e-05,-4.10132239652835,4.10795741159686e-05,0.0264686700440626,0.0211344578881567,4.10859283270783
"ADCY5",-0.372605804447924,0.044613416798586,"down",-2.46934133376712,0.155964549065193,"down",-0.362430838179857,0.0246115647780917,"down",-20.3521674208145,0.0805898263610627,"down",-0.0765251524627942,0.0599796737066579,"down",5,0,5,"down",1,0.00179924451538087,-4.10022418092951,4.12750106899715e-05,0.0673847168918035,0.0211344578881567,4.72661410993444
"IL18BP",-0.0526437820502958,0.766445826848604,"down",-21.8516934368834,0.0187866357507,"down",-0.230900063136919,0.00482964507539545,"down",-238.899656108597,0.0755899647501123,"down",-0.11112556766194,0.0339361342541615,"down",5,0,5,"down",1,0.000569446666240494,-4.09493933527057,4.22278943931885e-05,0.0474942751417604,0.0211344578881567,52.2292037916659
"WDFY3",0.232141576060404,0.217611940523168,"up",6.22070705232078,0.0139308732916187,"up",0.265790093361764,0.135264319407278,"up",16.948012066365,0.150324124898148,"up",0.245552833918188,0.0113926293523872,"up",5,5,0,"up",1,0.00159341816024206,4.07669733572708,4.567988959586e-05,0.066084254458474,0.0222270729458522,4.78244072440523
"SMPD3",-0.176201590699246,0.270249180501608,"down",-2.46225173929166,0.244991855689356,"down",-0.53242709703546,0.0340861907881711,"down",-7.32937782805428,0.509125263533156,"down",-0.264143579271811,0.000843679212688799,"down",5,0,5,"down",1,0.00202100712343877,-4.06994994575211,4.70232396335365e-05,0.0702128324125256,0.0222623267205584,2.15288036687049
"FGD2",-0.0711227647316697,0.779729200236,"down",-11.5642764959489,0.0197140882849503,"down",-0.343410433453856,0.034095347158341,"down",-3.0299766214178,0.157973369423029,"down",-0.137689091818573,0.00498218707089271,"down",5,0,5,"down",1,0.00107226841278444,-4.03621869410204,5.43195856016498e-05,0.0569294651663431,0.0230037413608057,3.02929508147416
"FLT3LG",-0.13956445001355,0.427110295712569,"down",-2.87072170157984,0.0167399196588043,"down",-0.32634734894904,0.0999807232217936,"down",-9.33702714932125,0.0100269613206049,"down",-0.134932667340708,0.0244292723738274,"down",5,0,5,"down",1,0.000561436210874324,-4.03483818185917,5.46399407288734e-05,0.0474942751417604,0.0230037413608057,2.56171866344088
"MVD",-0.0705743140700102,0.651871839633966,"down",-11.8853190762353,0.000996505927670333,"down",-0.40760805434767,0.0216307099419664,"down",1.51342760180998,0.939625301594866,"up",-0.205665038928788,0.0139770323451051,"down",5,1,4,"down",0.8,0.000584312734641129,-4.03236488688619,5.52183627179092e-05,0.0477668810240538,0.0230037413608057,2.81651881707835
"TRIM3",-0.133195898493752,0.436283907529168,"down",-6.59221876838363,0.000730052636629022,"down",-0.427006688799146,0.00925257180548703,"down",-6.95759125188537,0.250949863232271,"down",-0.0793593365438311,0.184425645378154,"down",5,0,5,"down",1,0.000463990764881307,-4.02782332753705,5.62956199281002e-05,0.0441824404453779,0.0230037413608057,2.83787438882115
"NAPA",-0.0566968985207559,0.757434810146126,"down",-63.6740424270601,0.016924671161069,"down",-0.371761599662692,0.0419007913379675,"down",-188.671907993967,0.0761363656691381,"down",-0.196034612853049,0.00815527642735675,"down",5,0,5,"down",1,0.0009142148576681,-4.02668491035897,5.65687562491857e-05,0.0556872915856233,0.0230037413608057,50.5940887064127
"TOLLIP",-0.179393417350747,0.400387997111241,"down",-18.6352054254649,0.0160932214318539,"down",-0.255710234315513,0.0993121006096018,"down",25.7546696832579,0.445063522136081,"up",-0.125882388217145,0.00030820170471899,"down",5,1,4,"down",0.8,0.000330789103449764,-4.02467822469579,5.70532721027969e-05,0.039221043077397,0.0230037413608057,8.99017222972124
"OGFR",-0.0989270976615286,0.593669707257537,"down",-9.69780180967771,0.0665294484332668,"down",-0.37263619703502,0.0173673520980579,"down",-18.0381138763198,0.444270208375338,"down",-0.261788758749746,0.00296240886918808,"down",5,0,5,"down",1,0.00191795729008585,-4.01924292762943,5.83854476373357e-05,0.0691876617527902,0.0230037413608057,5.69385354788876
"FAM131A",-0.159503565371428,0.197438317578065,"down",-18.8004671060549,0.196948469327846,"down",-0.365807348344539,0.0031049053133703,"down",-7.24956334841628,0.162555562349171,"down",-0.101933459373779,0.0510339051253235,"down",5,0,5,"down",1,0.00207011064420672,-4.01481937696241,5.94913363982091e-05,0.0710788355499883,0.0230037413608057,5.33545496551219
"PITPNM2",-0.353084799666932,0.0946230821539897,"down",-5.87439489700964,0.210707758683285,"down",-0.137977185083625,0.183108759632469,"down",-6.05056184012066,0.0769202639245962,"down",-0.10549494703086,0.0037387226316239,"down",5,0,5,"down",1,0.00214290626514912,-4.00563572665412,6.18509058804323e-05,0.0714910005054004,0.0230037413608057,2.50430273378234
"FAM161A",0.321601058610649,0.0549321521647333,"up",5.04217204326014,0.00980605168150128,"up",0.221695478222402,0.134096515301386,"up",4.50478054298642,0.184377694672418,"up",0.222021703330411,0.0740202331573832,"up",5,5,0,"up",1,0.00204611623271909,4.00340402777053,6.24375367201059e-05,0.0707715496964016,0.0230037413608057,2.062454165282
"DNPEP",0.0329028575546795,0.825780763317961,"up",-92.6625417305457,0.0111397966342409,"down",-0.216070945014613,0.0713720646000299,"down",-94.2662579185519,0.570140650259991,"down",-0.244197602646115,0.00026256839114434,"down",5,1,4,"down",0.8,0.000360880857012042,-4.00115239663991,6.30347425540145e-05,0.0402270983740437,0.0230037413608057,37.4843942108626
"IDS",0.386772608030239,0.0758408637153511,"up",59.1478498529309,0.0617672205082706,"up",0.235039471917015,0.0151012119388521,"up",-71.2095377073906,0.0126677250209038,"down",0.342375297732643,0.00127738650289614,"up",5,4,1,"up",0.8,1.05016135906138e-05,3.99369466897126,6.50516229409533e-05,0.0185349052634405,0.02325529140932,26.2643149876003
"CDC37",0.114475621415311,0.576469344200238,"up",-86.9649457740368,0.00215713682785512,"down",-0.239584408722421,0.0342117644982926,"down",-45.2024796380091,0.698950581074671,"down",-0.220318211542496,0.000849524714718575,"down",5,1,4,"down",0.8,0.000125455273420844,-3.98880365507177,6.64073576045618e-05,0.0320114624966098,0.0232651536631822,26.5483607307452
"NAP1L1",0.112904680945349,0.519073844964554,"up",38.3582154786393,0.00570035796348038,"up",0.419640443686647,0.0610132712560641,"up",184.447,0.230809753200297,"up",0.23433129928312,0.0163130946176958,"up",5,5,0,"up",1,0.0015554370726129,3.97957372134638,6.90389492164029e-05,0.065728384735316,0.0237128484985045,44.7144183805109
"RHOT1",0.113219118183201,0.529055087340393,"up",13.3641142194562,0.000785352682008828,"up",0.285356291108864,0.0339554795017367,"up",83.5320211161386,0.399517410991635,"up",0.123447477788929,0.0567826423756601,"up",5,5,0,"up",1,0.00088631704522434,3.9656383796913,7.31997697076e-05,0.0556119861740575,0.0238832605501394,19.4836316445352
"INHBB",0.12636661031734,0.408424896167655,"up",42.8217034849502,0.227073227735342,"up",0.313229805370389,0.310391878584866,"up",21.6832043740573,0.71170017876824,"up",0.645403187163963,1.03566510994107e-05,"up",5,5,0,"up",1,0.000649673230127056,3.95132888900997,7.77184308309159e-05,0.0500949301422844,0.0238832605501394,13.1179814923718
"KIAA1257",-0.350794487252681,0.126000068467514,"down",-27.4550627076249,0.000320122081625637,"down",-0.220764239394565,0.233859696624895,"down",-3.67777073906486,0.161043923881843,"down",-0.138169117613168,0.129934618599012,"down",5,0,5,"down",1,0.000614982509999354,-3.94215372310987,8.07531899779312e-05,0.0488661778215703,0.0238832605501394,6.36851225819003
"DDX3X",0.103330890838525,0.708953055828545,"up",228.204901072163,0.0209816344261293,"up",0.243380111679614,0.0329342237800212,"up",210.625795625943,0.153052412412175,"up",0.162777533897684,0.0106671715469903,"up",5,5,0,"up",1,0.00175421715743112,3.93771204024029,8.22622299036828e-05,0.0672007952746685,0.0238832605501394,87.8680370469044
"LGI4",-0.0950568462176985,0.523827405091553,"down",-1.60306142014049,0.101043904226606,"down",-0.315954967817555,0.0239422309619008,"down",-180.84607918552,0.0562939721744441,"down",-0.138166738750039,0.0128444411283797,"down",5,0,5,"down",1,0.0019390482804068,-3.93345573470686,8.37332647551361e-05,0.069734580359584,0.0238832605501394,36.5996638316892
"DOHH",-0.155431873058883,0.384869525370512,"down",-7.23215928802317,0.0502462076804835,"down",-0.299794173445478,0.0822472241226044,"down",-6.54183936651579,0.679039651724442,"down",-0.205716348288355,0.00157312211822051,"down",5,0,5,"down",1,0.00304364282916133,-3.93313247414182,8.38459976698357e-05,0.0805247236691501,0.0238832605501394,2.88698820986634
"LATS2",-0.373547682157346,0.0791690916296761,"down",-3.04549044533535,0.0583203998318169,"down",-0.124999668165789,0.311757660854385,"down",-306.457936651583,0.0126471900094297,"down",-0.11764916891183,0.0271539031008466,"down",5,0,5,"down",1,0.00122754802376293,-3.93112405568704,8.45496278205321e-05,0.0590428006521559,0.0238832605501394,62.0239247232307
"AFF3",-0.264276955664561,0.116681448208571,"down",-1.04298591351469,0.118194152844717,"down",-0.265765729315753,0.0966431530396033,"down",-14.3329924585219,0.0113911675141072,"down",-0.0949138708011822,0.0440116544525102,"down",5,0,5,"down",1,0.00153581838184767,-3.92838988620084,8.55164905276176e-05,0.0654392180091614,0.0238832605501394,3.20018698556362
"FGD3",-0.218646278095531,0.152730755933942,"down",-3.99891607706085,0.00669854381195733,"down",-0.123458755302599,0.260219608365364,"down",0.486123680241328,0.879579657519329,"up",-0.20395325088628,0.00345503416248629,"down",5,1,4,"down",0.8,0.00176912465958481,-3.92812810797352,8.56096071096327e-05,0.0672394123720255,0.0238832605501394,1.00621960831732
"GALK2",0.360473904759591,0.177170378375704,"up",21.6656107622826,0.19894458461824,"up",0.295312096881295,0.0568168850701141,"up",33.1654283559578,0.0334302568484247,"up",0.16209298553813,0.0186312748151983,"up",5,5,0,"up",1,0.00243087467630068,3.92733446463656,8.58924981872488e-05,0.0744564411889837,0.0238832605501394,11.1297836210839
"NRXN1",-0.151612198703828,0.43433340192565,"down",-0.842103911604606,0.0625122704225546,"down",-0.244283996014943,0.187215789196999,"down",-13.2706923076923,0.0304144078740934,"down",-0.127920820491533,0.00384514727959449,"down",5,0,5,"down",1,0.00140820004115974,-3.91857672835286,8.9073375558405e-05,0.0627289109243883,0.0238832605501394,2.92732264690144
"RIMBP2",0.0235538583455863,0.866398157009342,"up",-0.843904188391194,0.367923252204636,"down",0.693885326529665,0.00843614276096657,"up",6.66237179487179,0.014361365371122,"up",0.418344708710653,4.16702392031279e-05,"up",5,4,1,"up",0.8,1.38601289486675e-05,3.91709447392739,8.96226327526053e-05,0.0185349052634405,0.0238832605501394,1.72841197536978
"ARID2",0.18270112147005,0.41721072149747,"up",23.5590347182458,0.0302207051071582,"up",0.371753548100736,0.103626322919407,"up",35.2841380090497,0.434397224962465,"up",0.196416373643143,0.00300731744491907,"up",5,5,0,"up",1,0.00305381971777232,3.91542035800506,9.02468322495296e-05,0.0806661323723804,0.0238832605501394,11.9188087541019
"TBX18",-0.448986373288895,0.0433098503700712,"down",-1.30545107978954,0.0807959789830808,"down",-0.312158705583988,0.023165050704126,"down",-2.21238612368024,0.37197828209631,"down",-0.0918378327218001,0.0979651593013278,"down",5,0,5,"down",1,0.00453083002321944,-3.91482401106077,9.04701723888317e-05,0.0925044463073969,0.0238832605501394,0.874164023012893
"ANKMY1",-0.118921287396388,0.586934756335612,"down",-2.02435919944586,0.25557564050077,"down",-0.270881180072433,0.0199214398698265,"down",-3.13399472096531,0.201169272517011,"down",-0.138221772673836,0.00193529472397685,"down",5,0,5,"down",1,0.0023102473060154,-3.9148072814503,9.04764453805283e-05,0.072546083628147,0.0238832605501394,1.13727563211077
"RHEBL1",-0.290973097757863,0.175248885818161,"down",-3.93200037215062,0.106617088552402,"down",-0.207660433461128,0.104345432062859,"down",-12.3706327300151,0.00812640018076501,"down",-0.11118579261599,0.0353661727655502,"down",5,0,5,"down",1,0.00134764036465972,-3.90968788694052,9.2415450740238e-05,0.0614545418182635,0.0238832605501394,3.38249048520014
"AKNA",-0.106534998597648,0.390372013043334,"down",-30.4766665677343,0.00867724885600439,"down",-0.192447436008851,0.0473039726871969,"down",-54.7751251885369,0.552406160541209,"down",-0.0942887768000167,0.0182209332177086,"down",5,0,5,"down",1,0.0029308993620606,-3.9088775255143,9.27259554382972e-05,0.0795992228249282,0.0238832605501394,17.1290125935355
"R3HDML",-0.170310468227966,0.396218907719994,"down",-1.80748840448903,0.110873235951435,"down",-0.195542357648043,0.0236370895637075,"down",-4.19272021116139,0.0470982921471747,"down",-0.0808698712920262,0.0239093488099693,"down",5,0,5,"down",1,0.00231878426253233,-3.90538138458712,9.40768954706637e-05,0.0727170744730139,0.0238832605501394,1.28938626256369
"VPS26A",0.0223097105519245,0.919768056523157,"up",109.797073248464,0.105090451932932,"up",0.358706082017816,0.0297646823305359,"up",2.72360180995475,0.18344395244443,"up",0.128832466142663,0.00136103784047304,"up",5,5,0,"up",1,0.00162030064256475,3.89638347502327,9.76397508615486e-05,0.0662432468178388,0.0241656470892629,22.6061046634262
"NCDN",-0.0669871133528382,0.773849890979538,"down",-5.9627809530806,0.0861989919900751,"down",-0.253357958029817,0.0136735344471074,"down",-69.2613544494721,0.0638746860707995,"down",-0.125572220733045,0.0123886094955965,"down",5,0,5,"down",1,0.00162603625685417,-3.89561881206057,9.79483326675609e-05,0.0662432468178388,0.0241656470892629,15.1340105389337
"SRC",-0.0622395350085773,0.646700709360136,"down",-2.66535835173446,0.0821076412037208,"down",-0.153107002853155,0.160940672635322,"down",-16.2650301659125,0.128174090866425,"down",-0.159937348267017,0.000686823461044986,"down",5,0,5,"down",1,0.0016766536470096,-3.88724177058805,0.000101389756290859,0.0662432468178388,0.0246672827909302,3.86113448075514
"LAIR1",-0.139031634053997,0.380002463828151,"down",-13.5762384786533,0.0118904347490101,"down",-0.241796450936905,0.150033309990602,"down",-107.329794871795,0.175220427229742,"down",-0.179627915065148,0.0117988147702576,"down",5,0,5,"down",1,0.00264647769549333,-3.87928426756166,0.000104764267533657,0.0768866583725967,0.0251391188272202,24.2932978701009
"ZGRF1",0.282187380521282,0.112279517782522,"up",4.25544513167653,0.0437688045836541,"up",0.459406365242647,0.00712176857194645,"up",13.3030739064857,0.11317522750021,"up",0.0274178797617919,0.278147171037072,"up",5,5,0,"up",1,0.00221993712686383,3.87188707744486,0.00010799598575476,0.0722452259382886,0.0255644011144071,3.66550613273759
"C5orf24",0.0757082480937106,0.59810322919367,"up",58.7723310294138,0.118586117858005,"up",0.292674729172381,0.0377363895067541,"up",4.78368627450979,0.302485877900229,"up",0.280132768184811,0.00239765429446368,"up",5,5,0,"up",1,0.00335159439423302,3.85883422200543,0.000113929183595795,0.0837266493604531,0.0264752278673607,12.8409066098749
"NPTXR",-0.0640896700502986,0.69123207350689,"down",-3.70298127849376,0.0170687320712749,"down",-0.232913632389471,0.274064708845814,"down",-9.34253167420814,0.0170733758157559,"down",-0.136338095976883,0.00474306365938247,"down",5,0,5,"down",1,0.00076182777574645,-3.85330812404769,0.000116532590879823,0.0546731521151388,0.0264752278673607,2.69577087022371
"EIF2S1",0.199359517637157,0.383206091373296,"up",35.4500406811917,0.0834646064580265,"up",0.4228373936289,0.00260994211189755,"up",72.6202533936651,0.201844618600424,"up",0.112165336242195,0.0891229049488015,"up",5,5,0,"up",1,0.00278276721925076,3.85161218043799,0.00011734275394272,0.0789967974544816,0.0264752278673607,21.760931264473
