"pathway","dataset","n_sensitive","n_resistant","median_sensitive","median_resistant","delta","p_value","fdr","mean_rank_sensitive","significant"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","GSE69657",13,17,0.482953736790215,0.426297983629815,-0.0566557531603998,0.01203538596746,0.291650673806752,11.9411764705882,FALSE
"HALLMARK_APOPTOSIS","GSE69657",13,17,0.541781665267357,0.517216828134355,-0.0245648371330025,0.0238215867476114,0.291650673806752,12.2941176470588,FALSE
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","GSE69657",13,17,0.521706443806999,0.442461295310194,-0.0792451484968053,0.0238215867476114,0.291650673806752,12.2941176470588,FALSE
"KEGG_JAK_STAT_SIGNALING_PATHWAY","GSE69657",13,17,0.0795829638778879,0.0567461694366123,-0.0228367944412756,0.0402926797272336,0.291650673806752,12.5882352941176,FALSE
"HALLMARK_HYPOXIA","GSE69657",13,17,0.473400293004426,0.445855882480229,-0.0275444105241973,0.0402926797272336,0.291650673806752,12.5882352941176,FALSE
"KEGG_FOCAL_ADHESION","GSE69657",13,17,0.367853879610043,0.340819392591362,-0.0270344870186808,0.0491794841091784,0.291650673806752,12.7058823529412,FALSE
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","GSE69657",13,17,0.756675781126941,0.765828061460489,0.00915228033354776,0.0542067714151417,0.291650673806752,18.2352941176471,FALSE
"KEGG_ECM_RECEPTOR_INTERACTION","GSE69657",13,17,0.28445060526394,0.256781915308145,-0.0276686899557946,0.0542067714151418,0.291650673806752,12.7647058823529,FALSE
"KEGG_MTOR_SIGNALING_PATHWAY","GSE69657",13,17,0.334526750071758,0.317430721139604,-0.0170960289321539,0.0596558196422902,0.291650673806752,12.8235294117647,FALSE
"KEGG_CHEMOKINE_SIGNALING_PATHWAY","GSE69657",13,17,0.294505547974169,0.261508265002708,-0.0329972829714608,0.0941168301441731,0.378238225608862,13.1176470588235,FALSE
"KEGG_MAPK_SIGNALING_PATHWAY","GSE69657",13,17,0.210457743493097,0.20456903887619,-0.00588870461690708,0.102633504197071,0.378238225608862,13.1764705882353,FALSE
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GSE69657",13,17,0.261485342338622,0.23472290142789,-0.0267624409107311,0.1117522030208,0.378238225608862,13.2352941176471,FALSE
"HALLMARK_INFLAMMATORY_RESPONSE","GSE69657",13,17,0.292534747801867,0.241264623802052,-0.0512701239998145,0.1117522030208,0.378238225608862,13.2352941176471,FALSE
"HALLMARK_MYC_TARGETS_V1","GSE69657",13,17,0.785800909191446,0.825722328623164,0.0399214194317177,0.121498398809678,0.37827259580108,17.7058823529412,FALSE
"HALLMARK_MYC_TARGETS_V2","GSE69657",13,17,0.485253927064572,0.516781744771489,0.0315278177069175,0.131897045088267,0.37827259580108,17.6470588235294,FALSE
"HALLMARK_GLYCOLYSIS","GSE69657",13,17,0.458742561686895,0.471118986938405,0.0123764252515098,0.142972406155674,0.37827259580108,17.5882352941176,FALSE
"KEGG_PATHWAYS_IN_CANCER","GSE69657",13,17,0.287435659464787,0.274005448244149,-0.013430211220638,0.154747880100442,0.37827259580108,13.4705882352941,FALSE
"HALLMARK_TGF_BETA_SIGNALING","GSE69657",13,17,0.533609263634169,0.517582718572417,-0.0160265450617523,0.154747880100442,0.37827259580108,13.4705882352941,FALSE
"HALLMARK_E2F_TARGETS","GSE69657",13,17,0.479200997174139,0.551495662300839,0.0722946651266997,0.180487330529838,0.388984227319471,17.4117647058824,FALSE
"KEGG_BASE_EXCISION_REPAIR","GSE69657",13,17,0.488039861664743,0.522497681713591,0.0344578200488484,0.194492113659736,0.388984227319471,17.3529411764706,FALSE
"KEGG_P53_SIGNALING_PATHWAY","GSE69657",13,17,0.444709353576528,0.462331536207021,0.0176221826304926,0.194492113659736,0.388984227319471,17.3529411764706,FALSE
"HALLMARK_ANGIOGENESIS","GSE69657",13,17,0.476947397911688,0.445445342912717,-0.0315020549989705,0.194492113659736,0.388984227319471,13.6470588235294,FALSE
"KEGG_CELL_CYCLE","GSE69657",13,17,0.42848997766436,0.47612828719129,0.0476383095269304,0.224861999884833,0.430170782388376,17.2352941176471,FALSE
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES","GSE69657",13,17,0.233582289738095,0.273187170265108,0.039604880527013,0.241257667598104,0.433352693901313,17.1764705882353,FALSE
"KEGG_COLORECTAL_CANCER","GSE69657",13,17,0.404768648107249,0.382655857351435,-0.0221127907558131,0.276530861260948,0.433352693901313,13.9411764705882,FALSE
"HALLMARK_G2M_CHECKPOINT","GSE69657",13,17,0.396363192977657,0.458634945450775,0.0622717524731177,0.295425411386963,0.433352693901313,17,FALSE
"KEGG_NOTCH_SIGNALING_PATHWAY","GSE69657",13,17,0.430573260140377,0.402830362917718,-0.0277428972226592,0.315165595564591,0.433352693901313,14.0588235294118,FALSE
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","GSE69657",13,17,0.264853565732702,0.2435381413308,-0.0213154244019017,0.315165595564591,0.433352693901313,14.0588235294118,FALSE
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","GSE69657",13,17,0.36510114981045,0.361185812842171,-0.003915336968279,0.315165595564591,0.433352693901313,14.0588235294118,FALSE
"KEGG_MISMATCH_REPAIR","GSE69657",13,17,0.42946135099711,0.458570406810354,0.0291090558132448,0.315165595564591,0.433352693901313,16.9411764705882,FALSE
"KEGG_HOMOLOGOUS_RECOMBINATION","GSE69657",13,17,0.198253040615443,0.221792953706637,0.0235399130911942,0.315165595564591,0.433352693901313,16.9411764705882,FALSE
"HALLMARK_DNA_REPAIR","GSE69657",13,17,0.549046513050451,0.568604506342317,0.0195579932918659,0.315165595564591,0.433352693901313,16.9411764705882,FALSE
"KEGG_NUCLEOTIDE_EXCISION_REPAIR","GSE69657",13,17,0.469984620489627,0.481687331191612,0.0117027107019851,0.35718695181009,0.47624926908012,16.8235294117647,FALSE
"HALLMARK_P53_PATHWAY","GSE69657",13,17,0.477658255510427,0.478566786734639,0.000908531224211973,0.379462665071151,0.47703877894659,14.2352941176471,FALSE
"HALLMARK_MTORC1_SIGNALING","GSE69657",13,17,0.635087004705986,0.66701847855961,0.0319314738536236,0.379462665071151,0.47703877894659,16.7647058823529,FALSE
"KEGG_APOPTOSIS","GSE69657",13,17,0.327011848175066,0.326933442547719,-7.84056273466782e-05,0.426506895810142,0.521286205990174,14.3529411764706,FALSE
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450","GSE69657",13,17,0.164908263935983,0.144984691437623,-0.01992357249836,0.645251189714395,0.767325739119821,16.1764705882353,FALSE
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","GSE69657",13,17,0.197100273390047,0.211978396069647,0.0148781226795999,0.675568782488896,0.782237537618722,16.1176470588235,FALSE
"KEGG_ABC_TRANSPORTERS","GSE69657",13,17,-0.0583813101383231,-0.050321690527677,0.00805961961064602,0.73776538918197,0.811541928100167,16,FALSE
"KEGG_TGF_BETA_SIGNALING_PATHWAY","GSE69657",13,17,0.306424018939873,0.311275005588412,0.00485098664853889,0.73776538918197,0.811541928100167,15,FALSE
"KEGG_GLUTATHIONE_METABOLISM","GSE69657",13,17,0.573613292141487,0.563461170202315,-0.010152121939172,0.93329217173367,0.954996640843755,15.3529411764706,FALSE
"KEGG_WNT_SIGNALING_PATHWAY","GSE69657",13,17,0.301829254675173,0.293632856528391,-0.00819639814678247,0.93329217173367,0.954996640843755,15.3529411764706,FALSE
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","GSE69657",13,17,0.451884936311361,0.452685279535159,0.000800343223798239,0.93329217173367,0.954996640843755,15.6470588235294,FALSE
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","GSE69657",13,17,0.306820454919633,0.309427677917098,0.00260722299746513,0.966616879294872,0.966616879294872,15.4117647058824,FALSE
