"Gene","Module","ModuleLabel","GS_resistant","GS_pval","MM_ME1","MM_ME1_pval","MM_ME3","MM_ME3_pval","MM_ME2","MM_ME2_pval","MM_ME4","MM_ME4_pval","MM_ME0","MM_ME0_pval"
"207245_at","grey",0,-0.0111154628161545,0.864266818913726,-0.248759248597688,0.00010155879728713,-0.0449775944912605,0.488911218365388,-0.0134848504281018,0.835707480082406,0.280928631262315,1.03655803169476e-05,-0.0660999694908719,0.308850673224475
"205886_at","grey",0,0.0821922837276276,0.205461727075587,-0.0215121510621928,0.740746839799361,-0.0773068506086093,0.233790317248167,-0.00953431298795831,0.883426071449685,0.0488478786899497,0.452255816410902,-0.208546224026085,0.00118330775031823
"201909_at","grey",0,-0.0719048154955457,0.268195646606338,0.131535897292484,0.042187055329981,0.0884896781734544,0.172718264407955,0.0518143005648021,0.42523860182472,0.0288845472178463,0.656828691260524,-0.062775810289105,0.333866117737393
"221728_x_at","grey",0,0.106234124704834,0.101344786334276,-0.0795445685762785,0.220490689507967,-0.0184538894631492,0.776549343664181,-0.030661914905492,0.637178457420439,0.0293579559041065,0.651570968275135,0.0985174774202975,0.128824122129162
"220026_at","grey",0,0.0184914796819428,0.776106230501995,-0.297846713444528,2.76865652844044e-06,-0.0776893607256075,0.231477753676865,-0.0990380841616381,0.126805643686956,0.257316628107243,5.69392088619964e-05,-0.0352042277488038,0.588122533111086
"223597_at","grey",0,-0.100159094066766,0.122542423009918,-0.288729345013401,5.69928082383777e-06,-0.0960223301619794,0.138844250239202,-0.0764377010943688,0.239105347372572,0.274544165425761,1.66902839300512e-05,-0.170706232093116,0.00817734443592294
"220834_at","grey",0,-0.00129818268058737,0.984071926008246,-0.241439791496002,0.000163962738366242,-0.0297077868067818,0.64769672470463,-0.0583231943601331,0.369349793771491,0.273050851434223,1.86256841702112e-05,-0.0514163033196875,0.428808078440196
"214218_s_at","grey",0,0.112058097858642,0.0838551721941877,-0.0788130786359921,0.22477754986936,-0.0192572681730929,0.767095073816662,-0.0255085472240701,0.69480041375773,0.0407546317682672,0.530653544407534,0.0829604817574921,0.201243058697499
"207529_at","grey",0,0.12657352013267,0.0506553948582097,-0.239485962948443,0.000185869237212292,-0.128224970243764,0.0476924697107899,-0.184432075579572,0.00422460047197346,0.0649705661331975,0.317208005172593,0.03958559045211,0.5425186756794
"206198_s_at","grey",0,-0.00761885608077892,0.906726258427721,-0.295418734118679,3.36375648430531e-06,-0.116429125577824,0.0723945455931545,-0.132423596302256,0.0408052939251158,0.267612202408107,2.76250735475067e-05,0.0927687596008763,0.152792763313131
"214142_at","grey",0,-0.0192724448049,0.766916799350147,-0.306288696224872,1.38750423992799e-06,-0.0602538753235284,0.353686896722842,-0.105655378412659,0.10322989726478,0.250465199793843,9.0639789916879e-05,-0.138014038170861,0.0329513641829139
"207214_at","grey",0,-0.0634802429010626,0.32845946299812,-0.301302819703442,2.09206399309376e-06,-0.167914055931107,0.00930146482936502,-0.139817567480928,0.0307092622854323,0.217537401400933,0.000709049652199886,-0.217016348812526,0.000730824794499252
"206199_at","grey",0,0.00941001852862821,0.884935210111018,-0.300548374104597,2.22471379906734e-06,-0.125109905551359,0.0534079085983084,-0.198656035057667,0.00202963936754686,0.185416225722486,0.00402213259806237,0.214677471553214,0.000836382015454205
"224590_at","grey",0,0.0880328225997174,0.174954699386428,-0.0654036694750266,0.31398587966383,-0.0167819081474696,0.796329738352781,-0.000937256809645927,0.988499948594615,0.0583253157228599,0.369332352153067,0.0859263885352617,0.185544529170084
"206268_at","grey",0,0.0351592608349067,0.588599565561,-0.190227865382404,0.00315273366569521,-0.111381872582544,0.0857519854693693,-0.268829049723908,2.53115832180685e-05,-0.0566496560223355,0.383267665765231,0.143406828656621,0.0266324285302896
"203240_at","grey",0,-0.0401626785485554,0.536645155926927,-0.414486825701393,2.43951137351185e-11,-0.197882284324479,0.00211494525423553,-0.179821857055393,0.00530071290931608,0.230817730957364,0.000320231808014889,-0.16527064240755,0.0104898171594896
"205892_s_at","grey",0,-0.0803422358434752,0.215882767212878,-0.283523028801858,8.51252142377544e-06,-0.14464330317639,0.0253399705714583,-0.260867409470395,4.45186654860904e-05,0.0464429047329361,0.474849226266386,0.318113160876026,5.08112242412933e-07
"1553970_s_at","grey",0,0.00447595686142796,0.945121613060413,0.00885706653885862,0.891653908119606,-0.0225098242808752,0.72918274396174,-0.172873145414461,0.00738996563850484,-0.152997703337484,0.0179407816706909,0.368820209238272,4.08900709280528e-09
"223122_s_at","turquoise",1,0.0172234815098918,0.791092481794967,0.80969943401404,8.80741421471249e-57,0.639769131833168,6.48769586907635e-29,0.626408607998294,1.88028305888552e-27,0.270118918955053,2.30598151691969e-05,-0.283838156998082,8.3101793398753e-06
"206664_at","grey",0,-0.0153456872852697,0.813425932483857,-0.237063080808427,0.000216832363429188,-0.0798652858215124,0.218629631923003,-0.0363673645557298,0.575845559936477,0.233096837164542,0.00027809351430988,0.0739990901861701,0.254468184742536
"205910_s_at","grey",0,0.00136030144816212,0.983309866703422,0.015676029281364,0.809485526698342,-0.0224409193071374,0.729979495568581,-0.169632205686125,0.00859458911656243,-0.153180829712962,0.0178022898068062,0.364147547039785,6.61387690994781e-09
"232252_at","grey",0,0.0284532511337874,0.661633457069497,-0.034789758370654,0.592526146856619,-0.0560546931530553,0.38829155205822,-0.118884141830808,0.0665381899428679,-0.030257249099185,0.641630768991393,0.0277216784717172,0.669815058108815
"213831_at","grey",0,-0.0562677566933043,0.386487873109262,0.353438367196939,1.93470819258271e-08,0.237238322579359,0.000214440672978328,0.524492705470229,2.71134275108553e-18,0.28530847236666,7.42499112124807e-06,-0.221798722096789,0.000552194569058693
"204673_at","grey",0,-0.0626438629463995,0.33488514553539,-0.319501355014298,4.50293298357084e-07,-0.138112244556108,0.0328257875756483,-0.159761437531244,0.0134056691991555,0.221703927556774,0.000555302933321287,-0.185013595762631,0.0041038827303934
"226147_s_at","grey",0,-0.0218642554212941,0.73665877101715,-0.296494781199684,3.08635455428178e-06,-0.174043155033548,0.00699355416330892,-0.0575352272112391,0.375863540696465,0.249922090850864,9.39903314675069e-05,-0.0622635022083444,0.337833797509132
