"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction","Significance","Dataset","gene_symbol"
"A_32_P212343",-0.659854978947118,-0.0825567419784478,-3.63612006339832,0.000409544374651659,0.999892187031336,-3.41384016636493,"A_32_P212343","down","nominal","GSE104645",NA
"A_23_P42684",-0.568875620402756,0.0459952357369332,-3.47334610510631,0.000716529294851906,0.999892187031336,-3.51839522694333,"A_23_P42684","down","nominal","GSE104645",NA
"A_32_P102383",-0.906022846332878,0.0928550213671783,-3.18237835284518,0.00186181668254897,0.999892187031336,-3.69711929061412,"A_32_P102383","down","nominal","GSE104645",NA
"A_24_P20767",-0.680159188285506,0.198828711534106,-2.94649735696227,0.00386477471971253,0.999892187031336,-3.83369960402328,"A_24_P20767","down","nominal","GSE104645",NA
"A_23_P428465",-0.782376250742819,-0.0535370547851202,-2.94190151488626,0.00391860355189339,0.999892187031336,-3.83628267428749,"A_23_P428465","down","nominal","GSE104645",NA
"A_24_P923300",-0.583328818457675,0.142384157318623,-2.93198981732801,0.00403704900381504,0.999892187031336,-3.84184309256397,"A_24_P923300","down","nominal","GSE104645",NA
"A_23_P75129",-0.456110179471072,-0.0105074557184588,-2.83343779149856,0.00540702411110825,0.999892187031336,-3.89634874041235,"A_23_P75129","down","nominal","GSE104645",NA
"A_32_P126023",-0.494253219163526,-0.131968267107275,-2.81136608646823,0.00576704337701001,0.999892187031336,-3.90835876657896,"A_32_P126023","down","nominal","GSE104645",NA
"A_32_P210106",-0.48788765411754,0.021636625184016,-2.76807810918645,0.006537391228744,0.999892187031336,-3.93170077684672,"A_32_P210106","down","nominal","GSE104645",NA
"A_32_P41858",-0.340067498721119,-0.061531496915381,-2.7125328549778,0.00766284856800447,0.999892187031336,-3.96123529359566,"A_32_P41858","down","nominal","GSE104645",NA
"A_32_P132393",-0.509285784310249,-0.0316838545975722,-2.64194125180699,0.00934591289691701,0.999892187031336,-3.99808387318352,"A_32_P132393","down","nominal","GSE104645",NA
"A_24_P920699",-0.554867691365456,0.00440182558626361,-2.62308703052045,0.00984870003308291,0.999892187031336,-4.00779408842404,"A_24_P920699","down","nominal","GSE104645",NA
"A_32_P33213",-0.601303406009105,0.190663908947326,-2.62138589070129,0.00989524371190702,0.999892187031336,-4.00866745145723,"A_32_P33213","down","nominal","GSE104645",NA
"A_24_P659415",-0.403750819241886,-0.129271620436221,-2.57015044791738,0.0113933897832755,0.999892187031336,-4.03475706374084,"A_24_P659415","down","nominal","GSE104645",NA
"A_24_P917363",-0.476673951043471,0.0181055528615788,-2.52545757103557,0.012863473309545,0.999892187031336,-4.05717317840157,"A_24_P917363","down","nominal","GSE104645",NA
"A_24_P298143",-0.421702453651464,-0.0297548448282168,-2.52434843507533,0.0129020249654905,0.999892187031336,-4.05772539165235,"A_24_P298143","down","nominal","GSE104645",NA
"A_32_P66908",-0.711822166237594,0.106272026299005,-2.51091244768668,0.0133773255265845,0.999892187031336,-4.0643990750905,"A_32_P66908","down","nominal","GSE104645",NA
