"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction","Significance","Dataset","gene_symbol"
"215123_AT",-1.27688748889681,7.99623427081688,-4.23925129269694,0.000141818496798897,0.9026467160908,-2.16228190258975,"215123_at","down","nominal","GSE72970","LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5"
"242260_AT",-1.08215602576029,6.85469872434788,-4.18445867386601,0.000167100189825625,0.9026467160908,-2.2127050235874,"242260_at","down","nominal","GSE72970","MATR3"
"210837_S_AT",0.372423431672834,3.9411099966935,4.14433684001145,0.000188358274863956,0.9026467160908,-2.24966031709296,"210837_s_at","up","nominal","GSE72970","PDE4D"
"213729_AT",-0.373081587952071,10.7251035396389,-4.12953243947023,0.000196851861950507,0.9026467160908,-2.26330220220537,"213729_at","down","nominal","GSE72970","PRPF40A"
"217150_S_AT",0.563051817138514,5.931820656868,3.98103949895071,0.000305603162646404,0.9026467160908,-2.4002442427434,"217150_s_at","up","nominal","GSE72970","NF2"
"235591_AT",1.02103043987579,5.41287302588411,3.94487042342287,0.000339909477535969,0.9026467160908,-2.43361150022214,"235591_at","up","nominal","GSE72970","SSTR1"
"1569091_AT",-0.631297645041672,6.60706715681474,-3.9102425263034,0.000376248961886697,0.9026467160908,-2.46555356840732,"1569091_at","down","nominal","GSE72970","BC044596"
"240836_AT",-0.249966298135787,4.0810376105376,-3.90797363471943,0.000378757546167785,0.9026467160908,-2.46764627295919,"240836_at","down","nominal","GSE72970","ZNF19"
"236233_AT",0.505611620466428,5.43041611721696,3.90293617380314,0.000384385432388364,0.9026467160908,-2.47229244469677,"236233_at","up","nominal","GSE72970","TRIM32"
"204306_S_AT",-0.648278560388824,9.47452369959326,-3.85558586804003,0.00044141418712576,0.9026467160908,-2.51595509181418,"204306_s_at","down","nominal","GSE72970","CD151"
"244043_AT",-0.807601653937561,6.06597173047543,-3.75710896325853,0.000587502924575122,0.9026467160908,-2.60667339842539,"244043_at","down","nominal","GSE72970","TFDP2"
