"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction","Significance","Dataset"
974.201473604826,1793.72132222222,4.37583239957458,0.000146233436129085,0.89938487158728,-4.59227498236221,"212543_at","up","nominal","GSE69657"
-5.83735671191553,21.3954722222222,-4.24224579770035,0.000210747988391677,0.89938487158728,-4.59238969646397,"1569080_at","down","nominal","GSE69657"
-18.8744057315234,115.487977777778,-4.09328902022366,0.000316148613543831,0.89938487158728,-4.59251993600583,"1568616_a_at","down","nominal","GSE69657"
-6.56688763197587,17.1809944444444,-3.91215015475381,0.000515904860018619,0.89938487158728,-4.59268135683618,"210355_at","down","nominal","GSE69657"
384.898395927602,1015.96311666667,3.90962418411951,0.000519424033242124,0.89938487158728,-4.59268362977805,"219006_at","up","nominal","GSE69657"
-68.0369494720965,90.9474722222222,-3.83912922035759,0.000627704175517811,0.89938487158728,-4.59274729079129,"228335_at","down","nominal","GSE69657"
9.36601508295626,53.9820111111111,3.81185644972588,0.000675275720751086,0.89938487158728,-4.592772034087,"238341_at","up","nominal","GSE69657"
34.7379019607843,119.033311111111,3.79722027507045,0.000702241052908777,0.89938487158728,-4.59278533819333,"229522_at","up","nominal","GSE69657"
381.190509803921,936.963955555556,3.78182329830349,0.000731743822076218,0.89938487158728,-4.59279935263966,"224685_at","up","nominal","GSE69657"
293.839996229261,953.769305555556,3.77615242545721,0.000742912385069904,0.89938487158728,-4.59280451910386,"222127_s_at","up","nominal","GSE69657"
204.012128205128,561.742911111111,3.75484111164161,0.000786392342164617,0.89938487158728,-4.59282395755309,"211033_s_at","up","nominal","GSE69657"
-58.2221794871795,100.837944444444,-3.75046686028222,0.000795619349481144,0.89938487158728,-4.59282795177815,"204400_at","down","nominal","GSE69657"
-465.647990196078,755.624472222222,-3.73911332940448,0.000820064326894289,0.89938487158728,-4.59283832581498,"228949_at","down","nominal","GSE69657"
862.19783785822,2232.00533888889,3.71398227514581,0.000876808747948679,0.89938487158728,-4.59286132352354,"201734_at","up","nominal","GSE69657"
964.708070135746,1963.18748333333,3.71275269067874,0.000879681214012279,0.89938487158728,-4.59286244994079,"204798_at","up","nominal","GSE69657"
-8.83523755656109,97.5559166666667,-3.69878930348186,0.000912952161230088,0.89938487158728,-4.59287524953775,"234462_at","down","nominal","GSE69657"
-602.307547511312,1201.42246666667,-3.69715048046062,0.000916936562969999,0.89938487158728,-4.59287675270473,"204135_at","down","nominal","GSE69657"
-5.66631523378582,22.5580111111111,-3.66885088675336,0.000988473763550099,0.89938487158728,-4.59290274010099,"1553898_a_at","down","nominal","GSE69657"
-230.738242835596,351.195944444444,-3.60524160618465,0.00116967078361721,0.89938487158728,-4.59296135299212,"206932_at","down","nominal","GSE69657"
-11.2440897435897,71.6932722222222,-3.59359176089152,0.0012061880125384,0.89938487158728,-4.5929721164057,"221659_s_at","down","nominal","GSE69657"
50.8404411764706,181.652916666667,3.58025062495316,0.00124936824311288,0.89938487158728,-4.59298445282259,"232183_at","up","nominal","GSE69657"
-624.507769984917,488.270161111111,-3.57716575916175,0.00125956452376891,0.89938487158728,-4.59298730692447,"208131_s_at","down","nominal","GSE69657"
-4.17979411764706,17.21095,-3.57683989189185,0.00126064630758267,0.89938487158728,-4.59298760844902,"237987_x_at","down","nominal","GSE69657"
-583.373158371041,1024.0948,-3.56215077429037,0.00131035809678418,0.89938487158728,-4.59300120691524,"204472_at","down","nominal","GSE69657"
-213.765352187028,704.929505555556,-3.55818236187418,0.00132411152789493,0.89938487158728,-4.59300488288392,"218572_at","down","nominal","GSE69657"
-33.7877413273002,109.286972222222,-3.55600901288905,0.00133170304038953,0.89938487158728,-4.59300689646558,"238546_at","down","nominal","GSE69657"
9.26244947209653,44.0499777777778,3.54714007685204,0.0013631225346931,0.89938487158728,-4.59301511628597,"244755_at","up","nominal","GSE69657"
-223.02076546003,434.762527777778,-3.54503132787217,0.00137069827715216,0.89938487158728,-4.59301707136627,"211126_s_at","down","nominal","GSE69657"
-574.874067873303,1257.54623333333,-3.53401026453671,0.00141096120254576,0.89938487158728,-4.59302729343684,"207030_s_at","down","nominal","GSE69657"
-8.5941628959276,38.0748333333333,-3.53214960806702,0.00141787092579173,0.89938487158728,-4.59302901987987,"235897_at","down","nominal","GSE69657"
-381.468591251885,525.742311111111,-3.53110245331367,0.0014217740546824,0.89938487158728,-4.59302999158637,"212915_at","down","nominal","GSE69657"
-220.888389894419,366.913027777778,-3.52474645661593,0.00144568971561122,0.89938487158728,-4.59303589094135,"223378_at","down","nominal","GSE69657"
4.58878582202111,16.1652222222222,3.52084232851637,0.00146057265556328,0.89938487158728,-4.59303951568952,"237997_s_at","up","nominal","GSE69657"
-174.422314479638,888.591483333333,-3.51402851279385,0.00148690422633194,0.89938487158728,-4.59304584390758,"203512_at","down","nominal","GSE69657"
-418.946543740573,785.605061111111,-3.51292791998183,0.00149120034117801,0.89938487158728,-4.59304686630154,"202686_s_at","down","nominal","GSE69657"
807.934273001508,2554.96201111111,3.50465018534405,0.00152389986925378,0.89938487158728,-4.59305455797685,"208771_s_at","up","nominal","GSE69657"
-1013.51840573152,3589.57621111111,-3.50280983286862,0.00153126366913891,0.89938487158728,-4.59305626853008,"201473_at","down","nominal","GSE69657"
-132.903472850679,197.122083333333,-3.50154709441715,0.00153633619543722,0.89938487158728,-4.59305744231187,"227705_at","down","nominal","GSE69657"
160.234031674208,453.451566666667,3.49140870539838,0.00157765728122145,0.89938487158728,-4.59306686950939,"203431_s_at","up","nominal","GSE69657"
-369.702510558069,420.903038888889,-3.48069893391077,0.0016224758936118,0.89938487158728,-4.59307683377387,"209708_at","down","nominal","GSE69657"
420.343733031674,2488.84683333333,3.47956787618794,0.00162728053573344,0.89938487158728,-4.59307788643913,"225340_s_at","up","nominal","GSE69657"
-6.56486349924586,66.1372055555556,-3.47597976909051,0.00164261386704492,0.89938487158728,-4.59308122628374,"231557_at","down","nominal","GSE69657"
294.297477375565,511.955083333333,3.46586799276674,0.00168658155036869,0.89938487158728,-4.59309064186612,"219976_at","up","nominal","GSE69657"
-25.0731628959276,46.8892333333333,-3.45893873667392,0.00171736651704297,0.89938487158728,-4.59309709693404,"201062_at","down","nominal","GSE69657"
16.9660279034691,115.146005555556,3.4569004240086,0.00172652525382518,0.89938487158728,-4.59309899620013,"238427_at","up","nominal","GSE69657"
-1804.7765852187,3543.43242222222,-3.44563680972522,0.00177799422975631,0.89938487158728,-4.59310949500581,"208747_s_at","down","nominal","GSE69657"
220.807429864253,784.222466666667,3.44081051511546,0.00180049927154223,0.89938487158728,-4.59311399540736,"201986_at","up","nominal","GSE69657"
-215.005564856712,484.113038888889,-3.43990825437112,0.00180473697009998,0.89938487158728,-4.59311483686263,"204451_at","down","nominal","GSE69657"
-14.803721719457,64.2865833333333,-3.4367534794338,0.00181963012102762,0.89938487158728,-4.5931177793229,"239374_at","down","nominal","GSE69657"
-288.540266968326,627.0099,-3.43575449340901,0.00182437088353921,0.89938487158728,-4.5931187111723,"217437_s_at","down","nominal","GSE69657"
57.3571153846153,191.63675,3.43532445820456,0.00182641532209108,0.89938487158728,-4.59311911232104,"1568593_a_at","up","nominal","GSE69657"
11.2765867269985,103.721488888889,3.43412939489936,0.00183210843215633,0.89938487158728,-4.59312022715319,"1552293_at","up","nominal","GSE69657"
-16.9463092006033,82.0739888888889,-3.4335828101158,0.00183471799756644,0.89938487158728,-4.59312073706427,"218922_s_at","down","nominal","GSE69657"
-275.443656108597,526.356633333333,-3.42254681027462,0.00188818241612641,0.89938487158728,-4.59313103545139,"209311_at","down","nominal","GSE69657"
-30.8897269984917,98.4054111111111,-3.40925925838657,0.00195455382058091,0.89938487158728,-4.59314344197872,"213426_s_at","down","nominal","GSE69657"
-74.537487933635,339.061872222222,-3.40905924589174,0.00195556989987842,0.89938487158728,-4.59314362878725,"223108_s_at","down","nominal","GSE69657"
-16.556730015083,71.1811222222222,-3.40071948768685,0.00199839360914396,0.89938487158728,-4.59315141948512,"243021_at","down","nominal","GSE69657"
-90.1266877828054,153.509633333333,-3.3957129556872,0.00202453505864818,0.89938487158728,-4.59315609778908,"244741_s_at","down","nominal","GSE69657"
-216.281139517345,328.607238888889,-3.39224317725183,0.0020428457591456,0.89938487158728,-4.59315934068856,"204963_at","down","nominal","GSE69657"
44.6376583710407,143.010583333333,3.38251161620963,0.00209505802867838,0.89938487158728,-4.59316843850304,"205230_at","up","nominal","GSE69657"
-4.65110331825038,30.8781055555556,-3.38104212653617,0.00210305328296127,0.89938487158728,-4.59316981262022,"231347_at","down","nominal","GSE69657"
-252.574060331825,484.520622222222,-3.37973291533993,0.00211020128112573,0.89938487158728,-4.59317103693215,"1554966_a_at","down","nominal","GSE69657"
396.56132730015,2756.53677777778,3.37702782468181,0.00212504479495537,0.89938487158728,-4.59317356681441,"201758_at","up","nominal","GSE69657"
980.797303921568,1991.95230555556,3.35118464402605,0.00227202392838387,0.89938487158728,-4.59319774998304,"219263_at","up","nominal","GSE69657"
-452.976751131222,700.8157,-3.34152379307509,0.00232944626546462,0.89938487158728,-4.59320679644989,"202048_s_at","down","nominal","GSE69657"
-178.006110859728,304.267216666667,-3.33009359758823,0.00239919204107281,0.89938487158728,-4.59321750384468,"219044_at","down","nominal","GSE69657"
103.001393665158,228.455033333333,3.32915744272955,0.00240499262876069,0.89938487158728,-4.59321838099264,"213107_at","up","nominal","GSE69657"
-134.608123680241,205.177422222222,-3.32546951730623,0.00242797537202556,0.89938487158728,-4.59322183674088,"205508_at","down","nominal","GSE69657"
50.4612051282051,225.992144444444,3.32221779433454,0.00244841507371997,0.89938487158728,-4.59322488411098,"202019_s_at","up","nominal","GSE69657"
-34.0603695324283,43.1469444444444,-3.31749732676112,0.00247838208535561,0.89938487158728,-4.59322930851889,"237169_at","down","nominal","GSE69657"
-30.0474502262443,127.906983333333,-3.317226445176,0.00248011239650147,0.89938487158728,-4.59322956243242,"205277_at","down","nominal","GSE69657"
-442.182739819004,464.300883333333,-3.30839055123069,0.00253719536705461,0.89938487158728,-4.59323784608116,"209758_s_at","down","nominal","GSE69657"
-45.4140708898944,102.662577777778,-3.30353065894085,0.00256912877168786,0.89938487158728,-4.5932424032323,"205399_at","down","nominal","GSE69657"
-154.343242081448,236.81265,-3.29662294878752,0.00261518418054053,0.89938487158728,-4.5932488818245,"213122_at","down","nominal","GSE69657"
-11.5140052790347,55.2312944444444,-3.29555703023401,0.00262236127839786,0.89938487158728,-4.59324988164854,"1559532_at","down","nominal","GSE69657"
-119.0322413273,243.346422222222,-3.2943532325262,0.00263048953090265,0.89938487158728,-4.59325101084096,"214438_at","down","nominal","GSE69657"
-80.884411010558,197.987705555556,-3.29288997726714,0.00264040231750799,0.89938487158728,-4.59325238346604,"1564257_at","down","nominal","GSE69657"
-233.695528657617,476.657572222222,-3.28741293358096,0.00267782627700409,0.89938487158728,-4.59325752180481,"202780_at","down","nominal","GSE69657"
1277.23718401207,3999.88578888889,3.28346145555933,0.00270514240754033,0.89938487158728,-4.59326122942971,"200606_at","up","nominal","GSE69657"
378.187529411765,1956.11926666667,3.28207922802454,0.00271476068580007,0.89938487158728,-4.5932625264565,"200955_at","up","nominal","GSE69657"
7.85969004524887,47.7560166666667,3.28091812526671,0.00272286565945093,0.89938487158728,-4.59326361602797,"242392_at","up","nominal","GSE69657"
423.57856184012,731.545172222222,3.27306557269607,0.00277829343036448,0.89938487158728,-4.59327098573929,"219970_at","up","nominal","GSE69657"
-680.585383107089,1042.79841111111,-3.26815388674666,0.00281351242167908,0.89938487158728,-4.59327559621435,"211729_x_at","down","nominal","GSE69657"
75.4395754147813,266.816105555556,3.26513701545707,0.00283535697891083,0.89938487158728,-4.59327842837235,"229418_at","up","nominal","GSE69657"
-66.8666734539969,170.704872222222,-3.26089436304499,0.00286635304278833,0.89938487158728,-4.59328241163562,"236656_s_at","down","nominal","GSE69657"
-21.6749419306184,66.5074944444444,-3.25722096490992,0.00289345290820165,0.89938487158728,-4.5932858607948,"1565651_at","down","nominal","GSE69657"
-5.66924660633484,16.47685,-3.25340200313596,0.00292188746480681,0.89938487158728,-4.59328944696579,"1558983_at","down","nominal","GSE69657"
1131.96114027149,4075.49313333333,3.25334454501541,0.00292231731858532,0.89938487158728,-4.59328950092402,"201656_at","up","nominal","GSE69657"
-24.4637948717949,95.7076444444444,-3.24999336739695,0.00294749335721471,0.89938487158728,-4.59329264810442,"219501_at","down","nominal","GSE69657"
40.586745852187,147.272694444444,3.24906286849051,0.00295452067507349,0.89938487158728,-4.59329352200562,"238526_at","up","nominal","GSE69657"
42.234411010558,176.720627777778,3.24715081031379,0.00296901145038143,0.89938487158728,-4.59329531782302,"226589_at","up","nominal","GSE69657"
-13.6916116138763,96.3518944444444,-3.24045072526875,0.00302032922007638,0.89938487158728,-4.59330161121528,"1563708_at","down","nominal","GSE69657"
-928.636931372548,1866.17873888889,-3.23616037170796,0.00305363615931625,0.89938487158728,-4.59330564164645,"200629_at","down","nominal","GSE69657"
33.1704947209653,191.563844444444,3.23600853614011,0.00305482132550131,0.89938487158728,-4.59330578429036,"227907_at","up","nominal","GSE69657"
-111.991696078431,482.576705555556,-3.23477347143272,0.0030644781453371,0.89938487158728,-4.59330694460559,"212491_s_at","down","nominal","GSE69657"
-65.4026757164404,178.716022222222,-3.23450612096215,0.00306657237921101,0.89938487158728,-4.59330719577938,"204000_at","down","nominal","GSE69657"
-7.57134690799397,23.3643777777778,-3.23107062106805,0.0030936061467921,0.89938487158728,-4.59331042353455,"1552521_a_at","down","nominal","GSE69657"
13.8508672699849,75.1742222222222,3.22839996643803,0.00311477919290484,0.89938487158728,-4.59331293285692,"231623_at","up","nominal","GSE69657"
-1005.46338838612,754.462438888889,-3.22646191767281,0.00313023108243243,0.89938487158728,-4.59331475391688,"221584_s_at","down","nominal","GSE69657"
-8.69401131221719,26.8748166666667,-3.22313377734465,0.00315693774678231,0.89938487158728,-4.59331788132472,"239942_at","down","nominal","GSE69657"
1073.4916372549,1832.08376111111,3.22057212606922,0.00317764241557345,0.89938487158728,-4.59332028861538,"205311_at","up","nominal","GSE69657"
-281.461242835596,389.079911111111,-3.22000714064134,0.0031822264335486,0.89938487158728,-4.59332081957215,"212993_at","down","nominal","GSE69657"
421.982325037707,791.598561111111,3.21913997700514,0.00318927451722978,0.89938487158728,-4.59332163451856,"204973_at","up","nominal","GSE69657"
-96.813261689291,180.392972222222,-3.21714775429487,0.00320552353562693,0.89938487158728,-4.59332350682922,"203586_s_at","down","nominal","GSE69657"
-4.59679562594268,19.9922388888889,-3.21675193914213,0.00320876133227149,0.89938487158728,-4.59332387882876,"240747_at","down","nominal","GSE69657"
6.48019155354449,28.2705444444444,3.21156517531424,0.00325148026705112,0.89938487158728,-4.59332875376919,"206535_at","up","nominal","GSE69657"
