"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction","Significance","Dataset","gene_symbol"
"212970_AT",0.424842490047193,6.53797369168527,4.99839011788797,1.46846376117934e-06,0.0802882561424802,4.30021986190582,"212970_at","up","nominal","GSE39582","APBB2"
"203883_S_AT",0.483438048921773,6.79965780400405,4.81274739931252,3.35016374288705e-06,0.0915851013211747,3.63470241893655,"203883_s_at","up","nominal","GSE39582","RAB11FIP2"
"231957_S_AT",-0.346929412611276,4.55227363155127,-4.65588875360857,6.61444913579414e-06,0.110772187111001,3.08640001648598,"231957_s_at","down","nominal","GSE39582","DPP9"
"226615_AT",0.36467294855271,4.77269075799922,4.60834473669017,8.1040466107728e-06,0.110772187111001,2.92281535070597,"226615_at","up","nominal","GSE39582","XPR1"
"205258_AT",0.645403187163963,6.35809355318441,4.55047388122052,1.03566510994107e-05,0.113249979772057,2.7253643543134,"205258_at","up","nominal","GSE39582","INHBB"
"212328_AT",0.727503650925536,6.1656983232184,4.50300134967167,1.26443118733953e-05,0.115221291946314,2.56477059745866,"212328_at","up","nominal","GSE39582","LIMCH1"
"218747_S_AT",-0.400809937665111,7.48187802046825,-4.44583342548322,1.60481890546635e-05,0.125347819509104,2.3730455806214,"218747_s_at","down","nominal","GSE39582","TAPBPL"
"228010_AT",0.968633784492726,4.91881047686998,4.31131597886523,2.78832158913184e-05,0.152451482885783,1.92920894014514,"228010_at","up","nominal","GSE39582","PPP2R2C"
"209733_AT",0.349333668983864,4.88307263121442,4.24655298234621,3.62225137150805e-05,0.162737166316501,1.71923673754157,"209733_at","up","nominal","GSE39582","MID2"
"202573_AT",-0.20585961367081,8.19124704549,-4.21413485848486,4.1247622441937e-05,0.162737166316501,1.61505092339788,"202573_at","down","nominal","GSE39582","CSNK1G2"
"214811_AT",0.418344708710653,3.48425645108529,4.21158359241799,4.16702392031279e-05,0.162737166316501,1.60687781327786,"214811_at","up","nominal","GSE39582","RIMBP2"
"228731_AT",0.499510995553266,3.61743394015627,4.14776859759874,5.36950507187216e-05,0.183486056127881,1.40369363033365,"228731_at","up","nominal","GSE39582","GUCY1A2"
"1552649_A_AT",-0.316671869810803,4.60522656572234,-4.10935367625773,6.24644466403378e-05,0.189226360017055,1.28254890327027,"1552649_a_at","down","nominal","GSE39582","RAD51L3-RFFL /// RFFL"
"1562645_AT",-0.145293006928058,2.80267502459414,-4.09465657014225,6.61685836538045e-05,0.189226360017055,1.23643384265145,"1562645_at","down","nominal","GSE39582","LOC401176"
"1556060_A_AT",0.36298048779615,7.96564968868464,4.06429209462632,7.449656925207e-05,0.193957139231282,1.14157065677373,"1556060_a_at","up","nominal","GSE39582","ZNF451"
"211021_S_AT",-0.278092028774113,4.57397951327458,-4.03176308567633,8.45245815518086e-05,0.207263864396318,1.04056294856344,"211021_s_at","down","nominal","GSE39582","RGS14"
"212575_AT",-0.342859225833258,5.47503569503673,-3.99367522218923,9.79030354294874e-05,0.207263864396318,0.923111080687216,"212575_at","down","nominal","GSE39582","TMEM259"
"236429_AT",0.46145926748752,3.43741820489761,3.98122326579638,0.000102698237215644,0.207263864396318,0.884904939906233,"236429_at","up","nominal","GSE39582","ZNF83"
"214434_AT",0.423996575467746,4.82723632549881,3.96145419096613,0.000110773565537826,0.207263864396318,0.824442979918518,"214434_at","up","nominal","GSE39582","HSPA12A"
"206446_S_AT",-0.123228006527078,3.29977146316159,-3.94628945692285,0.000117374081124602,0.207263864396318,0.778225749441476,"206446_s_at","down","nominal","GSE39582","CELA2A /// CELA2B"
"238815_AT",0.292003018989537,4.07342196840705,3.9452535398026,0.000117838366329457,0.207263864396318,0.775073774005229,"238815_at","up","nominal","GSE39582","LRRTM1"
"1555865_AT",-0.233704891771441,4.01283401446695,-3.93686961232797,0.000121660773739657,0.207263864396318,0.749588422380345,"1555865_at","down","nominal","GSE39582","TOLLIP-AS1"
"217326_X_AT",-0.231559165654922,5.33180194765069,-3.92954281874917,0.000125097531322881,0.207263864396318,0.727352052190156,"217326_x_at","down","nominal","GSE39582","BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19"
"233138_AT",-0.169195860198792,4.7349204689143,-3.9181425008212,0.000130629279115063,0.207933481944473,0.692818764148491,"233138_at","down","nominal","GSE39582","LDLRAD4"
"1562201_X_AT",0.134061460740367,2.7415050196701,3.9004793315572,0.000139661616324599,0.207933481944473,0.639473322911011,"1562201_x_at","up","nominal","GSE39582","RP11-357G3.2"
"202011_AT",0.309215592018661,9.4575059923309,3.90014785147413,0.000139836668836762,0.207933481944473,0.638474053129236,"202011_at","up","nominal","GSE39582","TJP1"
"207926_AT",0.15044716101845,3.07092526631968,3.89849242250393,0.000140714016130691,0.207933481944473,0.633484668630169,"207926_at","up","nominal","GSE39582","GP5"
"203999_AT",0.658777777739723,4.85792126024929,3.86768682444229,0.000158026732543392,0.225053045013947,0.540949131787992,"203999_at","up","nominal","GSE39582","SYT1"
"228121_AT",0.44582518739721,5.49718099312872,3.86349772362917,0.000160531664481827,0.225053045013947,0.528411378028188,"228121_at","up","nominal","GSE39582","TGFB2"
"206563_S_AT",-0.160097287725758,4.68147961124762,-3.83806822555162,0.000176565621200996,0.241343133479111,0.45253781476297,"206563_s_at","down","nominal","GSE39582","OPRL1"
"202787_S_AT",-0.286671741383769,7.01490576656681,-3.82908145961355,0.000182586968568916,0.243486402597695,0.425821088502651,"202787_s_at","down","nominal","GSE39582","MAPKAPK3"
"202531_AT",-0.410158545337994,7.96255917599498,-3.81253474149345,0.000194186640618709,0.246910571530881,0.376762188964442,"202531_at","down","nominal","GSE39582","IRF1"
"221587_S_AT",-0.241975173578663,7.39066162862652,-3.79258627511747,0.000209100578303271,0.249671599064208,0.317846912278497,"221587_s_at","down","nominal","GSE39582","C19orf24"
"235957_AT",0.300007179071016,4.25490699928004,3.7827526810071,0.000216845833880487,0.249671599064208,0.28889713482282,"235957_at","up","nominal","GSE39582","GRIP1"
"204949_AT",-0.34842551834901,7.63370684596639,-3.7650518723312,0.000231477211326393,0.249671599064208,0.236940869373311,"204949_at","down","nominal","GSE39582","ICAM3"
"213939_S_AT",0.47159516630718,6.41393118284269,3.76072738799143,0.000235191339040476,0.249671599064208,0.224277647362119,"213939_s_at","up","nominal","GSE39582","RUFY3"
"202785_AT",-0.254771355649433,8.7465872179104,-3.75542839601027,0.000239819385694201,0.249671599064208,0.208777011009336,"202785_at","down","nominal","GSE39582","NDUFA7"
"216483_S_AT",-0.273504525637874,8.96730771472342,-3.75405685769654,0.00024103123496793,0.249671599064208,0.204767888621825,"216483_s_at","down","nominal","GSE39582","C19orf10"
"204279_AT",-0.508096498768459,8.97048484503064,-3.74787633507955,0.0002465644376105,0.249671599064208,0.186716544715751,"204279_at","down","nominal","GSE39582","PSMB9"
"201937_S_AT",-0.244197602646115,8.17013253641341,-3.73071209751826,0.00026256839114434,0.249671599064208,0.136712872670541,"201937_s_at","down","nominal","GSE39582","DNPEP"
"235992_S_AT",-0.207731007233274,4.00355526227238,-3.72982170386482,0.00026342484599108,0.249671599064208,0.134124062058354,"235992_s_at","down","nominal","GSE39582","CYB5RL"
"236034_AT",0.385878724307762,4.83402398332574,3.72647278689805,0.000266669836237086,0.249671599064208,0.124391652101793,"236034_at","up","nominal","GSE39582","ANGPT2"
"230964_AT",0.648338262861755,3.49507039919367,3.72494661809573,0.000268161153260992,0.249671599064208,0.11995877324238,"230964_at","up","nominal","GSE39582","FREM2"
"231964_AT",0.437574159905652,3.54436494848282,3.72477128035645,0.000268332991315717,0.249671599064208,0.119449586112427,"231964_at","up","nominal","GSE39582","BICD1"
"230878_S_AT",-0.136249180030096,3.10886140668661,-3.72013580405357,0.00027291390270976,0.249671599064208,0.105995121458497,"230878_s_at","down","nominal","GSE39582","COG1"
"203816_AT",-0.339162793040174,6.79810924931194,-3.71647974532336,0.000276578996097688,0.249671599064208,0.0953931063516649,"203816_at","down","nominal","GSE39582","DGUOK"
"242033_AT",0.228627684657304,2.72153566301127,3.71296327005818,0.00028014803784044,0.249671599064208,0.0852039303330399,"242033_at","up","nominal","GSE39582","RNF180"
"204335_AT",-0.213466465259489,6.86406437278287,-3.71176716860894,0.000281371913555892,0.249671599064208,0.0817399660348306,"204335_at","down","nominal","GSE39582","CCDC94"
"1562737_AT",-0.0679027780862006,2.47725648789764,-3.70617187865254,0.000287164573295157,0.249671599064208,0.0655479190291404,"1562737_at","down","nominal","GSE39582","BC041448 /// RP11-422J15.1"
