"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction","Significance","Dataset","gene_symbol"
"201455_S_AT",216.177007839161,574.011509133401,5.405167645577,6.26967763013733e-07,0.0250153104031227,4.28969735878765,"201455_s_at","up","significant","GSE28702","NPEPPS"
"231336_AT",-2.21701867183018,2.10167191827551,-5.31276763844918,9.15054792981168e-07,0.0250153104031227,4.01618399211833,"231336_at","down","significant","GSE28702","CPNE4"
"231850_X_AT",40.0323376344402,133.871483289302,5.03923773232717,2.75576435993798e-06,0.0397778102622132,3.2166912211608,"231850_x_at","up","significant","GSE28702","CEP44"
"212512_S_AT",-123.826648668262,372.876364174771,-5.02554353972416,2.91012786554829e-06,0.0397778102622132,3.17709800707207,"212512_s_at","down","significant","GSE28702","CARM1"
"1558605_AT",30.128322028882,60.5488794875889,4.72742708170396,9.36609419453764e-06,0.0932857050742166,2.32664270786106,"1558605_at","up","nominal","GSE28702","CTD-2292M16.8"
"226797_AT",114.520861129186,338.930175649586,4.7008114967414,1.03786661292934e-05,0.0932857050742166,2.25184923897627,"226797_at","up","nominal","GSE28702","MBTD1"
"230211_AT",29.7842284930663,81.4494019291624,4.55559296387165,1.80776284939525e-05,0.118257814142523,1.84731698864666,"230211_at","up","nominal","GSE28702","TRIP11"
"205497_AT",18.092690703301,55.8408932791407,4.51517911964259,2.10628899751341e-05,0.118257814142523,1.7358429699687,"205497_at","up","nominal","GSE28702","ZNF175"
"214448_X_AT",-49.6290790821823,137.036585071854,-4.50621741830303,2.1786882472497e-05,0.118257814142523,1.71119110395213,"214448_x_at","down","nominal","GSE28702","NFKBIB"
"226298_AT",31.4525257605334,138.024341437074,4.37597122601308,3.54620390223311e-05,0.14321239762576,1.35574678722866,"226298_at","up","nominal","GSE28702","RUNDC1"
"208771_S_AT",332.196711170815,1221.15729316011,4.34073055203507,4.04051365816166e-05,0.14321239762576,1.26051174824438,"208771_s_at","up","nominal","GSE28702","LOC101928830 /// LTA4H"
"226951_AT",42.0430171683248,208.127603827841,4.29942802690194,4.70480495084316e-05,0.14321239762576,1.14941928050288,"226951_at","up","nominal","GSE28702","C2orf49"
"1560720_AT",8.90704626065235,26.9115430323704,4.29083773111204,4.85564818311818e-05,0.14321239762576,1.12638571002935,"1560720_at","up","nominal","GSE28702","MKNK1"
"243264_S_AT",9.91460177826287,32.2313427028596,4.28396447355092,4.9796924896927e-05,0.14321239762576,1.10797411278013,"243264_s_at","up","nominal","GSE28702","C8orf44 /// C8orf44-SGK3 /// SGK3"
"1558606_S_AT",7.86329859017952,19.8023163202206,4.26953269747725,5.2501787300653e-05,0.14321239762576,1.06936757912193,"1558606_s_at","up","nominal","GSE28702","TTC5"
"212625_AT",-63.553550499979,195.363385277979,-4.26696136371681,5.29983694974177e-05,0.14321239762576,1.06249644941104,"212625_at","down","nominal","GSE28702","STX10"
"213463_S_AT",26.3178895552943,111.99577877631,4.25679667348921,5.50061335188105e-05,0.14321239762576,1.03535649805232,"213463_s_at","up","nominal","GSE28702","FAM149B1"
"218057_X_AT",-141.896472729594,572.710195412977,-4.22630971352856,6.14777960350601e-05,0.152786295373496,0.954169294924364,"218057_x_at","down","nominal","GSE28702","EMC8"
"242273_AT",38.4542382806487,105.078995163304,4.19610994793808,6.86089429266848e-05,0.163095389326804,0.874066086091344,"242273_at","up","nominal","GSE28702","LLPH"
"200055_AT",-178.925573914263,802.383565292495,-4.1455340408553,8.23709645516758e-05,0.172762112398122,0.740639114494653,"200055_at","down","nominal","GSE28702","TAF10"
"202630_AT",49.7337888043463,177.4621682189,4.13416681846009,8.58111934426089e-05,0.172762112398122,0.710776846507229,"202630_at","up","nominal","GSE28702","APPBP2"
"212061_AT",68.1353658538684,220.238889285818,4.12950148887575,8.72627837833736e-05,0.172762112398122,0.698534320453419,"212061_at","up","nominal","GSE28702","U2SURP"
"227489_AT",59.8048290644109,192.811198889534,4.12014010607688,9.02471086599612e-05,0.172762112398122,0.673992481992542,"227489_at","up","nominal","GSE28702","SMURF2"
"208255_S_AT",-37.9251335684899,120.218450483379,-4.10214019390442,9.62634582890216e-05,0.172762112398122,0.626893640977689,"208255_s_at","down","nominal","GSE28702","FKBP8"
"1556035_S_AT",254.895868826525,519.489885645232,4.10146501053458,9.6496476534072e-05,0.172762112398122,0.625129253962766,"1556035_s_at","up","nominal","GSE28702","ZNF207"
"225910_AT",100.322156719351,345.017263993323,4.09151695409075,9.99932302354327e-05,0.172762112398122,0.599152444215475,"225910_at","up","nominal","GSE28702","HELZ"
"219130_AT",62.3330180078502,252.390419626942,4.090014024172,0.000100531990133301,0.172762112398122,0.595231094095394,"219130_at","up","nominal","GSE28702","TRMT13"
"205250_S_AT",39.0801804458251,159.171891993032,4.08578489456074,0.000102063033103039,0.172762112398122,0.584201186826366,"205250_s_at","up","nominal","GSE28702","CEP290"
"225874_AT",-19.3336718334663,51.6809778980984,-4.07978555531843,0.00010427342860792,0.172762112398122,0.568565768548776,"225874_at","down","nominal","GSE28702","UBALD1"
"205094_AT",32.304717620237,129.279624025258,4.05659265087517,0.00011325918309501,0.173620999683293,0.508246303764171,"205094_at","up","nominal","GSE28702","PEX12"
"225886_AT",93.0040352473307,316.261533997677,4.04443129191207,0.000118263582985481,0.173620999683293,0.476697618425287,"225886_at","up","nominal","GSE28702","DDX5"
"204485_S_AT",141.685340958608,497.866669294528,4.0437123627489,0.000118565975291087,0.173620999683293,0.474834327394718,"204485_s_at","up","nominal","GSE28702","TOM1L1"
"205811_AT",34.8224060598491,124.719467591813,4.03875976993002,0.000120669373350986,0.173620999683293,0.46200368121688,"205811_at","up","nominal","GSE28702","POLG2"
"241792_X_AT",37.8186991475309,107.475789266222,4.01805777090087,0.000129855927398286,0.17802318600426,0.408471352530706,"241792_x_at","up","nominal","GSE28702","LUC7L3"
"213695_AT",111.208786838923,121.107681244012,4.00628781599064,0.000135374308700332,0.180526593370504,0.378108436910316,"213695_at","up","nominal","GSE28702","PON3"
"217913_AT",-56.771498701076,290.831595463783,-3.96799214529856,0.000154929082935718,0.195643545753704,0.279684129738739,"217913_at","down","nominal","GSE28702","VPS4A"
"229596_AT",19.6099009378979,25.1669055436203,3.96473091825358,0.000156714054357889,0.195643545753704,0.271328516723751,"229596_at","up","nominal","GSE28702","AMDHD1"
"204169_AT",-178.199717848537,529.031719272754,-3.95511962450355,0.00016208997514447,0.195643545753704,0.246727355460124,"204169_at","down","nominal","GSE28702","IMPDH1"
"235872_AT",-11.5765033193401,58.355825279431,-3.94329537131351,0.000168946310636488,0.195643545753704,0.216511212566811,"235872_at","down","nominal","GSE28702","TERF2"
"227073_AT",33.0453520236346,166.499303245754,3.93793104139517,0.000172147647594113,0.195643545753704,0.202821009813657,"227073_at","up","nominal","GSE28702","MAP3K2"
"240101_AT",3.30286838353413,7.05009666134417,3.92949565367198,0.000177299536502708,0.195643545753704,0.181316030129151,"240101_at","up","nominal","GSE28702","STAM-AS1"
"217880_AT",62.6800743280438,285.243006214255,3.92562290782439,0.000179713951896021,0.195643545753704,0.171452304419359,"217880_at","up","nominal","GSE28702","CDC27"
"223443_S_AT",57.7364723379231,189.392972431412,3.92277048031621,0.000181512360486166,0.195643545753704,0.164191062850226,"223443_s_at","up","nominal","GSE28702","AMZ2P1"
"203654_S_AT",82.6732899374501,335.999716681666,3.91373544806707,0.000187323216431579,0.195643545753704,0.14121233960706,"203654_s_at","up","nominal","GSE28702","COIL"
"218167_AT",168.33698165918,615.614492339962,3.91112599871238,0.000189034345083624,0.195643545753704,0.134581751227755,"218167_at","up","nominal","GSE28702","AMZ2"
"227505_AT",16.5418772997215,56.9408107257947,3.89148354699372,0.00020240342398962,0.201780652585682,0.0847571420971445,"227505_at","up","nominal","GSE28702","MED28"
"221195_AT",9.62068469046919,22.3471159515169,3.89066450233433,0.000202980080333105,0.201780652585682,0.0826829052878315,"221195_at","up","nominal","GSE28702","RNFT1"
"217817_AT",-117.564571100779,431.940821191755,-3.87835930563727,0.000211835119694131,0.206822949451368,0.0515521612063647,"217817_at","down","nominal","GSE28702","ARPC4"
"214823_AT",20.9313569884765,32.929772931485,3.8693719133009,0.000218534785082483,0.209620866217276,0.0288534171330399,"214823_at","up","nominal","GSE28702","ZNF204P"
"209500_X_AT",-84.2660165151896,230.417467972129,-3.86272431774018,0.000223620077910824,0.210418254356058,0.0120850056242991,"209500_x_at","down","nominal","GSE28702","TNFSF12-TNFSF13 /// TNFSF13"
"213344_S_AT",-10.9695347362971,51.9935184119611,-3.85451430999382,0.000230056800335564,0.210418254356058,-0.00859996099319815,"213344_s_at","down","nominal","GSE28702","H2AFX"
"226290_AT",88.3762965849459,471.710393958485,3.84180147273726,0.000240374349782349,0.210418254356058,-0.0405759088332669,"226290_at","up","nominal","GSE28702","BDP1"
